"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPN20028297723","Female","C10005","A","A","4",4200,"B001","P","N","S133","B",0,"10",5,8,86,5,8,"Saturday",69.986301369863
"APPX10297969721","Female","C10010","A","A","4",1600,"B009","G","N","S143","C",0,"0",31,8,92,31,8,"Saturday",76.0630136986301
"APPY30057241848","Female","C10007","A","A","4",1000,"B003","G","N","S153","C",0,"0",12,6,94,12,6,"Saturday",77.8438356164384
"APPZ20350264909","Female","C10004","A","B","4",15400,"","","N","S157","B",2500,"10",19,11,57,19,11,"Saturday",41.2575342465753
"APPA90239291016","Female","C10068","C","A","4",1000,"","","N","S159","B",0,"0",20,7,87,20,7,"Saturday",70.9424657534247
"APPB60461186101","Female","C10024","A","B","4",1700,"B004","P","N","S143","C",0,"0",29,6,91,29,6,"Saturday",74.8876712328767
"APPF50699168528","Female","C10002","A","A","4",1200,"B003","G","N","S134","B",600,"0",30,9,89,30,9,"Saturday",73.1424657534247
"APPG10582394633","Female","C10009","B","A","4",1700,"B012","G","N","S143","C",0,"0",11,2,97,11,2,"Saturday",80.5150684931507
"APPH70913586743","Female","C10006","A","B","2",7200,"B005","P","N","S143","B",1400,"10",18,3,83,18,3,"Saturday",66.6
"APPI20158798801","Female","C10016","B","B","4",1080,"B001","P","N","S134","B",0,"0",20,9,86,20,9,"Saturday",70.1123287671233
"APPM10766575216","Female","C10002","A","C","4",1550,"B015","P","N","S143","B",0,"2",4,10,86,4,10,"Saturday",70.1506849315068
"APPU30054986045","Female","C10012","A","C","4",1530,"B001","P","N","S161","C",0,"0",16,3,76,16,3,"Saturday",59.5917808219178
"APPW20439912215","Female","C10001","A","A","4",5000,"B003","G","N","S158","B",2500,"0",22,8,86,22,8,"Saturday",70.0328767123288
"APPX80622677341","Female","C10014","B","C","4",2000,"B004","P","N","S133","B",1000,"0",28,8,80,28,8,"Saturday",64.0465753424658
"APPD20007206918","Female","C10009","B","C","4",4600,"B027","G","N","S127","B",2000,"0",20,12,74,20,12,"Saturday",58.3534246575342
"APPI90493144417","Female","C10039","B","B","4",20000,"B002","P","N","S133","B",0,"7",18,11,84,18,11,"Saturday",68.2739726027397
"APPJ10415673535","Female","C10003","A","B","4",1900,"B014","P","N","S133","B",0,"2",19,7,84,19,7,"Saturday",67.9397260273973
"APPM80912435849","Female","C10001","A","B","4",4500,"B003","G","N","S133","B",0,"10",6,9,87,6,9,"Saturday",71.0739726027397
"APPN70378748939","Female","C10004","A","A","4",870,"B001","P","N","S134","C",0,"0",15,6,95,15,6,"Saturday",78.8520547945206
"APPO50134805027","Female","C10003","A","A","4",1300,"B021","P","N","S122","C",0,"0",31,1,91,31,1,"Saturday",74.4794520547945
"APPQ20197521226","Female","C10003","A","A","4",1500,"B015","P","N","S122","C",0,"0",31,1,91,31,1,"Saturday",74.4794520547945
"APPT70515574535","Female","C10002","A","A","4",1150,"B001","P","N","S133","C",0,"0",10,2,89,10,2,"Saturday",72.5068493150685
"APPU20622661617","Female","C10025","A","C","4",1000,"B023","G","N","S153","C",0,"0",19,11,94,19,11,"Saturday",78.2821917808219
"APPW80459114846","Male","C10017","B","A","4",1200,"","","Y","S122","D",0,"2",7,3,92,7,3,"Saturday",75.5780821917808
"APPX60337345929","Male","C10017","B","A","4",1200,"","","Y","S122","D",0,"2",7,3,92,7,3,"Saturday",75.5780821917808
"APPY50430182044","Male","C10017","B","A","4",1200,"","","Y","S122","D",0,"2",7,3,92,7,3,"Sunday",75.5753424657534
"APPB10147335309","Female","C10001","A","C","4",1609.7,"B004","P","N","S133","B",0,"0",3,7,93,3,7,"Sunday",76.8986301369863
"APPH90940744909","Female","C10001","A","","5",166.7,"B001","P","N","S143","C",0,"0",6,9,90,6,9,"Sunday",74.0739726027397
"APPN60297161508","Female","C10001","A","A","4",1750,"B008","G","N","S143","C",0,"0",19,9,91,19,9,"Sunday",75.1095890410959
"APPT50250767131","Female","C10001","A","C","4",1750,"B024","G","N","S134","C",0,"0",3,3,91,3,3,"Sunday",74.5616438356164
"APPH30127417501","Female","C10001","A","C","4",8950,"B003","G","N","S158","B",4250,"0",5,9,91,5,9,"Sunday",75.0712328767123
"APPK10180528834","Female","C10405","C","C","4",1200,"B010","G","N","S143","B",550,"0",5,1,91,5,1,"Sunday",74.4054794520548
"APPQ80640371441","Female","C10003","A","C","4",1460,"B002","P","N","S157","B",300,"0",31,8,78,31,8,"Sunday",62.0493150684932
"APPT20416771727","Female","C10011","B","C","4",1195,"B002","P","N","S133","C",0,"0",1,3,90,1,3,"Sunday",73.5561643835617
"APPU50384831818","Female","C10002","A","A","4",3500,"B003","G","N","S159","B",0,"7",14,3,89,14,3,"Sunday",72.5917808219178
"APPA30371018417","Female","C10006","A","B","4",5800,"B002","P","N","S133","B",3400,"0",16,11,84,16,11,"Sunday",68.2657534246575
"APPB80752747507","Female","C10035","C","C","4",5500,"B003","G","N","S127","B",2800,"0",22,2,79,22,2,"Sunday",62.5287671232877
"APPF80262327939","Female","C10004","A","B","4",6800,"B002","P","N","S133","B",0,"10",12,7,86,12,7,"Sunday",69.9178082191781
"APPI80116395221","Female","C10003","A","A","4",1000,"B025","G","N","S122","C",0,"0",20,1,91,20,1,"Sunday",74.4465753424657
"APPQ80364889032","Female","C10003","A","A","4",1050,"B001","P","N","S133","B",400,"0",9,6,88,9,6,"Sunday",71.8301369863014
"APPU40655735443","Female","C10001","A","A","4",1500,"B001","P","N","S134","B",1300,"0",11,3,91,11,3,"Sunday",74.5835616438356
"APPZ90874298911","Female","C10062","A","A","4",1130,"B002","P","N","S133","B",500,"0",26,8,88,26,8,"Sunday",72.0438356164384
"APPE30694679418","Female","C10034","C","C","4",750,"B008","G","N","S143","B",500,"0",30,7,95,30,7,"Sunday",78.972602739726
"APPK10802521007","Female","C10003","A","B","4",1200,"B003","G","N","S127","C",0,"0",4,3,75,4,3,"Sunday",58.5534246575342
"APPL60346071113","Female","C10042","C","C","4",2390,"B003","G","N","S133","B",1035,"0",18,6,90,18,6,"Sunday",73.8547945205479
"APPP40480853506","Female","C10001","A","C","4",1200,"B004","P","N","S143","B",250,"0",21,7,92,21,7,"Sunday",75.9479452054795
"APPS60049828824","Female","C10001","A","B","4",6500,"","","N","S133","B",1580,"10",16,6,78,16,6,"Sunday",61.841095890411
"APPU70864368035","Female","C10001","A","B","4",2500,"B011","P","N","S134","B",0,"7",7,4,89,7,4,"Sunday",72.6575342465753
"APPY50200834426","Female","C10003","A","C","4",32500,"","","N","S133","B",27300,"0",30,7,79,30,7,"Sunday",62.9616438356164
"APPI80371414404","Female","C10003","A","B","4",1500,"B003","G","N","S133","B",500,"0",21,6,96,21,6,"Sunday",79.8684931506849
"APPK50482686609","Female","C10003","A","A","4",2000,"B010","G","N","S133","B",1000,"0",12,1,87,12,1,"Sunday",70.4219178082192
"APPQ50369815201","Female","C10234","C","A","4",2000,"","","N","S159","B",0,"0",16,9,79,16,9,"Sunday",63.0931506849315
"APPY50279931019","Female","C10001","A","B","4",1200,"B009","G","N","S133","C",0,"0",30,4,96,30,4,"Sunday",79.7260273972603
"APPZ60847907127","Female","C10002","A","A","4",6100,"B002","P","N","S134","B",1000,"0",31,8,83,31,8,"Sunday",67.0520547945205
"APPA80214283203","Female","C10101","C","B","4",1220,"","","N","S122","D",0,"0",12,3,93,12,3,"Sunday",76.5890410958904
"APPC50091893412","Female","C10008","A","B","4",2.1,"B007","G","N","S143","C",0,"0",10,6,91,10,6,"Sunday",74.8328767123288
"APPD90763917522","Female","C10003","A","A","4",1600,"B006","P","N","S143","C",0,"0",22,10,91,22,10,"Sunday",75.2
"APPF90531914733","Female","C10001","A","A","4",900,"B009","G","N","S153","C",0,"0",14,4,95,14,4,"Sunday",78.6794520547945
"APPH90287368904","Female","C10001","A","A","4",1100,"B002","P","N","S127","C",0,"0",8,3,85,8,3,"Sunday",68.572602739726
"APPM90899068411","Female","C10011","B","C","4",5730,"B003","G","N","S133","B",3030,"0",6,6,80,6,6,"Sunday",63.8164383561644
"APPO70514475602","Female","C10024","A","C","4",1900,"B004","P","N","S143","B",700,"0",30,6,81,30,6,"Sunday",64.8821917808219
"APPQ10879147816","Female","C10008","A","B","4",930,"B009","G","N","S133","C",0,"0",3,3,87,3,3,"Sunday",70.558904109589
"APPB30768328942","Female","C10009","B","B","4",5000,"B001","P","N","S134","B",2300,"0",1,5,77,1,5,"Sunday",60.7150684931507
"APPH30965692519","Male","C10295","C","A","4",2500,"","","Y","S122","D",0,"7",29,8,93,29,8,"Sunday",77.0547945205479
"APPM40068362002","Female","C10003","A","","5",365,"B006","P","N","S133","C",0,"0",7,4,93,7,4,"Sunday",76.6602739726027
"APPQ20001011441","Female","C10081","C","C","4",900,"","","N","S133","B",250,"0",6,6,79,6,6,"Sunday",62.813698630137
"APPT10691912731","Female","C10001","A","B","4",1550,"B004","P","N","S143","C",0,"0",27,9,92,27,9,"Sunday",76.1342465753425
"APPU30240644817","Female","C10028","C","A","4",800,"B002","P","N","S133","C",0,"0",6,12,80,6,12,"Sunday",64.3178082191781
"APPY40391736224","Female","C10001","A","A","4",2400,"B001","P","N","S143","B",455.4,"2",15,11,91,15,11,"Sunday",75.2657534246575
"APPF70838414912","Female","C10002","A","A","4",1000,"B003","G","N","S133","B",0,"0",11,10,82,11,10,"Sunday",66.1643835616438
"APPI40530981241","Male","C10008","A","A","4",2349.4,"","","Y","S122","D",0,"2",11,6,92,11,6,"Sunday",75.8383561643836
"APPM40002454647","Female","C10008","A","C","4",900,"B004","P","N","S143","C",0,"0",13,6,86,13,6,"Sunday",69.8383561643836
"APPS50009481203","Female","C10004","A","C","4",7000,"B001","P","N","S122","B",2600,"10",28,4,85,28,4,"Monday",68.7095890410959
"APPT80198835321","Female","C10007","A","A","4",700,"B003","G","N","S143","C",0,"0",19,12,83,19,12,"Monday",67.3506849315068
"APPV70832383543","Female","C10001","A","C","1",1130,"B002","P","N","S122","B",400,"0",4,5,93,4,5,"Monday",76.7315068493151
"APPW80484165609","Female","C10010","A","A","4",1600,"B012","G","N","S143","C",0,"0",3,5,89,3,5,"Monday",72.7260273972603
"APPZ80766587912","Female","C10007","A","A","4",1100,"B002","P","N","S143","C",0,"0",18,2,89,18,2,"Monday",72.5232876712329
"APPB40019754131","Female","C10006","A","C","4",6450,"B001","P","N","S133","B",3750,"0",6,8,80,6,8,"Monday",63.9808219178082
"APPC30588569243","Female","C10006","A","C","4",6450,"B001","P","N","S133","B",2437.5,"10",6,8,80,6,8,"Monday",63.9808219178082
"APPF10178413521","Female","C10007","A","B","3",1250,"B013","G","N","S162","B",182.8,"0",9,10,77,9,10,"Monday",61.1534246575342
"APPJ10219445942","Female","C10041","C","A","4",1650,"","","N","S133","B",253.6,"0",4,12,87,4,12,"Monday",71.3123287671233
"APPP50258609535","Female","C10049","C","B","4",1985.2,"B017","G","N","S134","B",1000,"0",15,8,70,15,8,"Monday",53.9972602739726
"APPW10835047234","Female","C10001","A","C","4",1880,"B004","P","N","S133","B",1000,"0",19,1,91,19,1,"Monday",74.441095890411
"APPD20397508945","Female","C10087","C","A","4",2400,"B031","G","N","S159","B",600,"2",5,6,94,5,6,"Monday",77.8191780821918
"APPF60049287139","Female","C10001","A","A","4",1650,"","","N","S143","B",250,"0",20,12,82,20,12,"Monday",66.3534246575342
"APPI20989832425","Female","C10107","C","A","4",1600,"B003","G","N","S133","B",1100,"0",10,11,87,10,11,"Monday",71.2465753424657
"APPK10076485624","Female","C10001","A","C","4",1800,"B013","G","N","S157","B",0,"0",19,10,64,19,10,"Monday",48.172602739726
"APPM50113112814","Female","C10012","A","C","4",1700,"B001","P","N","S159","B",500,"0",30,11,84,30,11,"Monday",68.3013698630137
"APPN40852538903","Female","C10052","C","A","4",800,"B002","P","N","S159","B",300,"0",20,11,93,20,11,"Monday",77.2794520547945
"APPP60417121124","Female","C10145","C","A","4",1900,"","","N","S122","D",0,"0",19,5,84,19,5,"Monday",67.7671232876712
"APPQ40691647237","Female","C10002","A","C","4",5500,"B005","P","N","S133","B",0,"10",21,1,87,21,1,"Monday",70.4438356164383
"APPR30233717342","Female","C10014","B","B","4",4800,"B003","G","N","S141","B",2100,"0",11,11,83,11,11,"Monday",67.2465753424657
"APPZ20452397126","Female","C10084","C","A","1",5914.5,"B002","P","N","S159","B",900,"7",14,11,62,14,11,"Monday",46.241095890411
"APPA70407298245","Female","C10144","C","B","4",1200,"B001","P","N","S143","B",0.1,"0",28,7,90,28,7,"Monday",73.9616438356164
"APPB70232345329","Female","C10017","B","C","4",2300,"B003","G","N","S122","B",0,"0",17,4,90,17,4,"Monday",73.6821917808219
"APPC90567365421","Female","C10010","A","B","4",2150,"B001","P","N","S159","B",900,"0",13,10,88,13,10,"Monday",72.172602739726
"APPD90918744544","Female","C10007","A","C","1",9000,"B004","P","N","S133","B",2200,"10",7,7,81,7,7,"Monday",64.8986301369863
"APPH60748185949","Female","C10002","A","A","4",18900,"B002","P","N","S133","B",10000,"0",15,10,62,15,10,"Monday",46.158904109589
"APPI30246979034","Female","C10003","A","A","4",1500,"B001","P","N","S133","B",0,"0",31,12,90,31,12,"Monday",74.3890410958904
"APPJ70227168143","Female","C10001","A","B","4",1997.5,"B008","G","N","S159","B",0,"2",10,9,80,10,9,"Monday",64.0767123287671
"APPP80016611749","Female","C10044","C","A","4",1200,"B006","P","N","S159","B",0,"0",25,10,87,25,10,"Monday",71.2027397260274
"APPV10425832316","Female","C10034","C","A","4",700,"B023","G","N","S159","B",0,"0",10,8,91,10,8,"Monday",74.9972602739726
"APPZ30493383747","Female","C10366","C","B","4",1756.7,"B002","P","N","S143","B",0,"0",28,8,92,28,8,"Monday",76.0493150684931
"APPD80607685109","Female","C10003","A","A","4",1300,"","","N","S156","B",0,"0",10,1,71,10,1,"Monday",54.4027397260274
"APPE80797339215","Female","C10001","A","B","4",1200,"","","N","S159","B",420,"0",15,6,95,15,6,"Monday",78.8465753424658
"APPF50460841313","Female","C10003","A","A","4",1300,"","","N","S156","B",0,"0",10,1,71,10,1,"Monday",54.4027397260274
"APPH50707762523","Female","C10001","A","A","4",1200,"B003","G","N","S143","B",400,"0",30,11,93,30,11,"Monday",77.3068493150685
"APPJ70494898747","Female","C10005","A","A","4",3500,"B004","P","N","S133","B",2000,"0",26,11,92,26,11,"Monday",76.2958904109589
"APPK40740423801","Female","C10001","A","A","4",1500,"B002","P","N","S143","B",200,"0",20,8,87,20,8,"Monday",71.0219178082192
"APPZ50677309332","Female","C10006","A","A","4",2400,"B041","P","N","S143","B",0,"0",1,11,88,1,11,"Monday",72.2246575342466
"APPA80379058415","Female","C10004","A","A","4",2300,"B006","P","N","S133","B",0,"2",1,9,76,1,9,"Monday",60.0493150684932
"APPD20484742707","Female","C10007","A","A","4",1150,"B002","P","N","S133","B",0,"0",2,1,91,2,1,"Monday",74.3945205479452
"APPH70823016128","Female","C10025","A","C","4",1500,"B002","P","N","S133","C",0,"0",1,8,86,1,8,"Monday",69.9698630136986
"APPP10832335918","Female","C10001","A","B","4",1250,"B001","P","N","S122","B",500,"0",18,8,93,18,8,"Monday",77.0219178082192
"APPT90996594306","Female","C10047","B","A","4",2000,"","","N","S159","B",0,"0",31,8,83,31,8,"Monday",67.0493150684931
"APPZ40377809937","Female","C10048","C","A","4",1600,"","","N","S159","B",300,"0",23,12,71,23,12,"Monday",55.3534246575342
"APPE50743253413","Female","C10121","C","A","4",1000,"","","N","S159","B",200,"0",7,2,90,7,2,"Monday",73.4931506849315
"APPP70163716545","Female","C10090","C","B","4",1578.2,"B002","P","N","S143","B",0,"2",4,6,92,4,6,"Monday",75.8164383561644
"APPQ90247947607","Female","C10015","C","A","4",999.2,"B021","P","N","S127","B",204.2,"0",27,4,77,27,4,"Monday",60.7013698630137
"APPR90670768731","Female","C10006","A","A","4",1059.3,"B003","G","N","S133","B",150,"0",1,11,74,1,11,"Monday",58.213698630137
"APPS20207914819","Female","C10020","A","C","4",3215.5,"B001","P","N","S133","B",1300,"0",17,1,75,17,1,"Monday",58.4246575342466
"APPX90578738327","Female","C10003","A","B","4",5000,"B001","P","N","S133","B",2500,"0",22,3,79,22,3,"Monday",62.6027397260274
"APPZ10015947504","Female","C10004","A","B","4",7000,"B005","P","N","S143","B",2900,"0",3,8,83,3,8,"Monday",66.972602739726
"APPA40780549618","Female","C10027","A","A","4",2400,"B002","P","N","S133","B",0,"0",19,10,93,19,10,"Monday",77.1917808219178
"APPB10864014731","Female","C10006","A","B","4",2070,"B001","P","N","S122","B",210,"0",16,9,89,16,9,"Monday",73.0986301369863
"APPE30622734003","Female","C10039","B","A","4",2300,"B003","G","N","S159","B",0,"0",2,3,80,2,3,"Monday",63.5506849315069
"APPJ30131516532","Female","C10003","A","B","2",8000,"B001","P","N","S133","B",1200,"10",1,6,86,1,6,"Monday",69.8027397260274
"APPK80059686613","Female","C10001","A","A","4",950,"B001","P","N","S127","B",150,"0",28,3,92,28,3,"Monday",75.6301369863014
"APPN80460036924","Female","C10041","C","B","4",2950,"B003","G","N","S162","B",0,"7",24,9,79,24,9,"Monday",63.1123287671233
"APPP40510834117","Female","C10001","A","B","4",2100,"B001","P","N","S143","B",0,"4",17,4,88,17,4,"Monday",71.6821917808219
"APPV20126699709","Female","C10003","A","B","4",2500,"B015","P","N","S122","B",1000,"0",4,1,90,4,1,"Monday",73.4
"APPW80360261819","Female","C10012","A","B","4",4000,"B005","P","N","S127","B",1924.3,"0",15,10,88,15,10,"Monday",72.1780821917808
"APPA50181739221","Female","C10001","A","C","1",5800,"B002","P","N","S133","B",830,"10",28,10,89,28,10,"Monday",73.213698630137
"APPB10078412333","Female","C10001","A","A","4",1200,"B004","P","N","S122","B",500,"0",3,3,96,3,3,"Monday",79.5643835616438
"APPD60310118506","Female","C10001","A","A","4",1100,"B045","G","N","S151","C",0,"0",3,3,94,3,3,"Monday",77.5616438356164
"APPG60429927808","Female","C10001","A","A","4",1631,"B001","P","N","S143","C",0,"0",1,10,87,1,10,"Monday",71.1369863013699
"APPL20846591302","Female","C10032","C","C","4",3900,"B002","P","N","S122","B",721,"7",12,4,83,12,4,"Monday",66.6630136986301
"APPM10022747404","Female","C10005","A","A","4",1800,"B004","P","N","S127","B",0,"2",7,7,89,7,7,"Monday",72.9041095890411
"APPR90815277925","Female","C10155","C","B","4",1683,"B007","G","N","S151","B",0,"2",22,9,81,22,9,"Monday",65.1095890410959
"APPX70303142507","Female","C10003","A","B","4",1830,"B001","P","N","S143","B",480.5,"2",18,9,88,18,9,"Monday",72.1041095890411
"APPA80085226802","Female","C10002","A","B","4",2650,"B003","G","N","S158","B",1100,"0",6,11,85,6,11,"Monday",69.2356164383562
"APPB60931142911","Female","C10002","A","A","4",1428.6,"B002","P","N","S159","B",0,"2",15,6,93,15,6,"Monday",76.8465753424658
"APPI40064189606","Female","C10027","A","C","4",960,"B004","P","N","S133","B",0,"0",10,10,90,10,10,"Monday",74.1643835616438
"APPL30156767937","Female","C10341","C","A","4",1208.6,"B008","G","N","S133","B",0,"2",7,11,85,7,11,"Monday",69.2383561643836
"APPN80609511127","Female","C10006","A","A","4",1750,"","","N","S133","B",800,"0",16,2,93,16,2,"Monday",76.5205479452055
"APPX20945727102","Female","C10005","A","A","4",1148,"B003","G","N","S133","B",450,"0",31,8,84,31,8,"Monday",68.0520547945205
"APPY30044917223","Female","C10109","C","A","4",1400,"","","N","S133","B",0,"0",15,12,68,15,12,"Monday",52.3315068493151
"APPB40057583533","Female","C10189","C","A","4",2000,"B033","G","N","S133","B",200,"0",24,11,76,24,11,"Monday",60.2794520547945
"APPC40164928637","Female","C10050","C","A","4",3200,"","","N","S122","D",0,"0",13,11,97,13,11,"Monday",81.2630136986301
"APPH40947777108","Female","C10001","A","C","4",1000,"B015","P","N","S151","B",400,"0",5,10,92,5,10,"Monday",76.1534246575342
"APPL10669493501","Female","C10003","A","B","4",1640,"B002","P","N","S133","B",0,"0",24,10,91,24,10,"Monday",75.2027397260274
"APPO20359237837","Female","C10006","A","B","4",5100,"B002","P","N","S122","B",2383.8,"0",2,6,89,2,6,"Monday",72.8082191780822
"APPP60196586941","Female","C10003","A","C","4",1950,"B001","P","N","S158","B",1600,"0",13,7,88,13,7,"Monday",71.9205479452055
"APPQ60490919001","Female","C10006","A","B","4",5100,"B002","P","N","S122","B",2383.8,"0",2,6,89,2,6,"Monday",72.8082191780822
"APPR90081439134","Female","C10030","B","A","4",1200,"B030","P","N","S151","B",270,"2",9,8,81,9,8,"Monday",64.9890410958904
"APPW20872515603","Female","C10020","A","A","4",2500,"B024","G","N","S159","C",0,"0",2,7,89,2,7,"Monday",72.8904109589041
"APPC10501082216","Female","C10003","A","A","1",1500,"B004","P","N","S133","B",200,"0",29,4,90,29,4,"Monday",73.7150684931507
"APPE80514856401","Male","C10006","A","","5",0,"","","Y","S122","G",0,"0",31,7,65,31,7,"Monday",48.9534246575342
"APPK80035465011","Female","C10031","C","C","4",2950,"B003","G","N","S134","B",1510,"0",5,7,83,5,7,"Monday",66.8931506849315
"APPR20820087729","Female","C10001","A","B","3",1560,"B015","P","N","S134","B",52.8,"0",28,8,91,28,8,"Monday",75.0465753424658
"APPT80325976901","Female","C10016","B","A","4",1100,"B010","G","N","S133","C",0,"0",31,8,92,31,8,"Monday",76.0575342465753
"APPU70388023048","Female","C10002","A","C","4",7600,"B006","P","N","S122","B",2400,"10",26,12,81,26,12,"Monday",65.3698630136986
"APPB20463067738","Female","C10015","C","A","4",2300,"B003","G","N","S159","B",500,"0",11,8,81,11,8,"Monday",64.9945205479452
"APPD70850835906","Female","C10006","A","B","2",2800,"B003","G","N","S122","B",0,"7",22,11,90,22,11,"Monday",74.2821917808219
"APPE20650029048","Female","C10011","B","B","4",1150,"","","N","S122","D",0,"0",30,3,89,30,3,"Monday",72.6328767123288
"APPO10772139022","Female","C10066","C","A","4",2396.6,"B001","P","N","S133","B",0,"0",30,8,60,30,8,"Monday",44.0328767123288
"APPU60598493612","Female","C10064","C","B","4",1700,"B001","P","N","S137","B",500,"2",31,12,88,31,12,"Monday",72.3890410958904
"APPV20675232723","Female","C10051","B","A","4",1500,"","","N","S133","B",200,"0",12,7,81,12,7,"Monday",64.9123287671233
"APPY50435506005","Female","C10006","A","A","3",5480,"B002","P","N","S143","B",0,"10",21,9,89,21,9,"Monday",73.1123287671233
"APPB40466161342","Female","C10257","C","A","4",1000,"","","N","S122","B",400,"0",25,11,82,25,11,"Monday",66.2849315068493
"APPD10759099509","Female","C10003","A","A","4",2000,"B025","G","N","S143","C",0,"0",23,2,97,23,2,"Monday",80.5424657534247
"APPE30745468639","Female","C10057","C","C","1",1800,"B007","G","N","S133","B",957.5,"0",3,8,90,3,8,"Monday",73.9780821917808
"APPG60334602828","Female","C10025","A","A","4",1400,"B011","P","N","S122","C",0,"0",11,10,90,11,10,"Monday",74.1671232876712
"APPD10109879117","Female","C10005","A","B","2",2400,"B002","P","N","S133","B",0,"0",2,12,90,2,12,"Tuesday",74.3068493150685
"APPF20079498328","Female","C10001","A","B","2",10000,"B005","P","N","S133","B",3500,"10",22,3,81,22,3,"Monday",64.6054794520548
"APPG70868515402","Female","C10002","A","B","4",5000,"B004","P","N","S133","B",2600,"0",29,6,89,29,6,"Monday",72.8821917808219
"APPI70157716613","Female","C10016","B","C","4",1000,"B013","G","N","S133","C",0,"0",1,10,95,1,10,"Monday",79.1424657534247
"APPK90884042802","Female","C10007","A","A","4",700,"","","N","S133","B",0,"0",23,5,82,23,5,"Monday",65.7753424657534
"APPS30123085607","Female","C10004","A","A","4",2000,"B002","P","N","S143","B",0,"0",17,6,92,17,6,"Monday",75.8520547945206
"APPU60058202824","Female","C10028","C","A","4",1000,"B003","G","N","S159","C",0,"0",2,9,91,2,9,"Monday",75.0602739726027
"APPW70481279033","Female","C10091","B","A","1",1900,"","","N","S122","D",0,"0",22,5,98,22,5,"Monday",81.7835616438356
"APPY50768122228","Female","C10013","B","A","4",1000,"B001","P","N","S143","C",0,"0",5,8,91,5,8,"Monday",74.9835616438356
"APPA20153617424","Female","C10007","A","A","4",4000,"","","N","S133","B",0,"10",24,8,78,24,8,"Monday",62.027397260274
"APPH90534916123","Female","C10003","A","B","4",3571.3,"B007","G","N","S122","B",788.6,"10",26,5,86,26,5,"Monday",69.786301369863
"APPJ70315054317","Female","C10083","C","A","4",2000,"","","N","S122","D",0,"0",22,12,87,22,12,"Monday",71.3616438356164
"APPL50178459537","Female","C10025","A","B","4",1500,"B002","P","N","S133","C",0,"0",3,3,90,3,3,"Tuesday",73.5561643835617
"APPR40355322105","Female","C10003","A","A","4",3470,"B001","P","N","S133","B",2000,"0",23,2,80,23,2,"Tuesday",63.5260273972603
"APPT50040397327","Female","C10002","A","A","4",2240,"B004","P","N","S134","B",0,"0",17,8,88,17,8,"Tuesday",72.013698630137
"APPU30088676418","Female","C10002","A","B","4",15500,"B041","P","N","S133","B",6400,"0",9,1,85,9,1,"Tuesday",68.4082191780822
"APPV60247838529","Female","C10002","A","B","4",15500,"B041","P","N","S133","B",4500,"10",9,1,85,9,1,"Tuesday",68.4082191780822
"APPW50511134602","Female","C10141","C","B","4",1400,"B003","G","N","S133","B",500,"0",19,9,90,19,9,"Tuesday",74.1041095890411
"APPZ90896581945","Female","C10011","B","C","4",5500,"B002","P","N","S143","B",0,"10",23,7,88,23,7,"Tuesday",71.9452054794521
"APPC90650605234","Male","C10033","C","A","4",3100,"","","Y","S122","D",0,"7",15,9,88,15,9,"Tuesday",72.0931506849315
"APPG50502108642","Female","C10077","C","A","4",1200,"","","N","S122","D",0,"2",13,8,88,13,8,"Tuesday",72.0027397260274
"APPM90574353206","Female","C10454","B","A","4",800,"","","N","S143","B",500,"0",14,7,94,14,7,"Tuesday",77.9232876712329
"APPO70956396438","Female","C10005","A","A","4",1300,"","","N","S156","B",100,"0",15,5,86,15,5,"Tuesday",69.7534246575343
"APPR70522774721","Female","C10001","A","B","4",5000,"B001","P","N","S157","B",3000,"0",4,7,87,4,7,"Tuesday",70.8904109589041
"APPT50461851929","Female","C10345","C","C","4",1700,"B007","G","N","S157","B",120,"0",21,8,93,21,8,"Tuesday",77.027397260274
"APPU10523499007","Female","C10001","A","A","4",2000,"B013","G","N","S133","B",0,"2",26,11,93,26,11,"Tuesday",77.2931506849315
"APPV70742803127","Female","C10033","C","","5",0.2,"B003","G","N","S159","C",0,"0",23,1,95,23,1,"Tuesday",78.4520547945205
"APPZ90224553533","Female","C10007","A","A","4",3400,"B003","G","N","S133","B",1800,"0",28,6,84,28,6,"Tuesday",67.8739726027397
"APPA40754479628","Female","C10002","A","A","4",4500,"B003","G","N","S159","B",2600,"0",2,6,72,2,6,"Tuesday",55.7945205479452
"APPF60270319118","Female","C10020","A","B","4",3000,"B011","P","N","S127","B",1420,"0",15,10,85,15,10,"Tuesday",69.172602739726
"APPK70837167642","Female","C10004","A","B","4",1065,"B012","G","N","S159","C",0,"0",8,6,88,8,6,"Tuesday",71.8219178082192
"APPN70086319918","Female","C10016","B","A","4",1500,"B009","G","N","S159","B",431.4,"0",22,5,84,22,5,"Tuesday",67.772602739726
"APPQ30348599211","Female","C10195","C","A","4",1000,"B032","G","N","S133","B",500,"0",26,3,93,26,3,"Tuesday",76.6219178082192
"APPX60413479908","Female","C10003","A","A","4",900,"B042","G","N","S159","C",0,"0",22,9,90,22,9,"Tuesday",74.1123287671233
"APPC40543887438","Female","C10003","A","A","1",5400,"B001","P","N","S133","B",3000,"0",23,7,89,23,7,"Tuesday",72.9452054794521
