"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPG10455464828","Female","C10001","A","B","4",7967.6,"B001","P","Y","S122","B",0,30000,5,"10",20,10,82,20,10,"Friday",66.2904109589041
"APPI40998989029","Male","C10005","A","B","4",2200,"B002","P","Y","S133","B",420,30000,5,"4",27,10,91,27,10,"Friday",75.3150684931507
"APPN60209109504","Male","C10003","A","A","4",2750,"B002","P","Y","S133","B",0,20000,2,"7",31,3,84,31,3,"Friday",67.7369863013699
"APPW10651046411","Male","C10001","A","B","4",2500,"B035","P","Y","S133","C",0,36000,5,"4",18,9,93,18,9,"Friday",77.2109589041096
"APPZ50399854734","Male","C10009","B","A","4",2700,"B001","P","Y","S133","C",0,40000,5,"4",25,6,83,25,6,"Friday",66.9698630136986
"APPD60151233107","Female","C10001","A","A","4",3900,"B004","P","Y","S133","C",0,67000,4,"7",9,12,86,9,12,"Friday",70.4301369863014
"APPG60757834405","Male","C10004","A","A","4",1800,"B004","P","Y","S133","C",0,40000,5,"2",1,10,90,1,10,"Friday",74.2438356164384
"APPH70848709536","Male","C10137","C","A","4",6000,"B017","G","Y","S133","B",0,60000,5,"7",8,5,83,8,5,"Friday",66.8383561643836
"APPL60780368948","Male","C10014","B","A","4",4200,"B009","G","Y","S144","B",0,30000,3,"10",1,8,76,1,8,"Friday",60.0684931506849
"APPM60416417028","Male","C10007","A","A","4",3500,"B011","P","Y","S133","B",770,50000,5,"10",14,8,61,14,8,"Friday",45.0931506849315
"APPW20890308019","Male","C10003","A","B","4",3000,"B005","P","Y","S133","C",0,45000,5,"4",19,10,85,19,10,"Friday",69.2904109589041
"APPZ50045314344","Male","C10003","A","C","4",1800,"B002","P","Y","S133","B",0,42000,5,"2",31,3,84,31,3,"Friday",67.7369863013699
"APPD20055026726","Male","C10065","C","A","4",3000,"B003","G","Y","S122","B",0,30000,5,"7",1,6,88,1,6,"Friday",71.9095890410959
"APPF60058795936","Male","C10021","B","A","4",5000,"B024","G","Y","S133","B",2000,56000,5,"10",27,11,76,27,11,"Friday",60.3917808219178
"APPQ10387035017","Male","C10005","A","C","4",2700,"B002","P","Y","S159","B",498.7,20000,4,"10",12,3,91,12,3,"Friday",74.6876712328767
"APPV60967443544","Male","C10005","A","B","2",1550,"B001","P","Y","S143","B",0,20000,3,"2",22,9,89,22,9,"Friday",73.2191780821918
"APPI10718276809","Male","C10001","A","C","4",2600,"B003","G","Y","S133","C",0,39000,5,"4",5,6,88,5,6,"Friday",71.9205479452055
"APPQ20997787627","Male","C10002","A","A","4",1950,"B002","P","Y","S133","B",0,45000,5,"2",20,4,91,20,4,"Friday",74.7945205479452
"APPW20147145245","Male","C10134","C","A","4",3200,"B016","G","Y","S133","B",0,20000,1,"7",22,4,89,22,4,"Friday",72.8
"APPG40907885243","Male","C10220","C","A","4",4200,"B003","G","Y","S133","B",1000,50000,4,"10",3,7,90,3,7,"Friday",73.9972602739726
"APPI50945908406","Male","C10006","A","B","4",6000,"B001","P","Y","S143","B",0,20000,2,"10",11,3,83,11,3,"Friday",66.6794520547945
"APPJ10076126533","Male","C10107","C","A","4",2200,"B008","G","Y","S133","B",0,30000,5,"4",27,4,76,27,4,"Friday",59.8054794520548
"APPO30266008032","Male","C10014","B","C","4",1200,"B001","P","Y","S133","C",0,28000,5,"2",30,1,85,30,1,"Friday",68.572602739726
"APPU60839645649","Male","C10019","B","A","4",9000,"B002","P","Y","S133","B",2000,1e+05,5,"10",14,9,90,14,9,"Friday",74.1972602739726
"APPZ70352036132","Female","C10004","A","B","4",6000,"B004","P","Y","S137","B",0,30000,3,"10",12,7,84,12,7,"Friday",68.0191780821918
"APPD60854797536","Male","C10004","A","A","4",1800,"B018","G","Y","S133","B",700,14000,5,"2",28,9,89,28,9,"Friday",73.2356164383562
"APPF90122952711","Male","C10003","A","A","4",10000,"B002","P","Y","S133","B",2500,1e+05,4,"10",26,4,76,26,4,"Friday",59.8027397260274
"APPH50765064939","Male","C10005","A","A","4",1800,"B003","G","Y","S122","B",0,20000,3,"2",20,6,90,20,6,"Friday",73.9616438356164
"APPJ60492437109","Male","C10002","A","A","4",1800,"B006","P","Y","S133","B",0,29000,3,"2",23,8,92,23,8,"Friday",76.1397260273973
"APPQ90972907845","Male","C10001","A","A","4",9500,"B005","P","Y","S133","B",3300,126000,5,"10",24,8,83,24,8,"Friday",67.1342465753425
"APPT20794923146","Male","C10352","C","C","4",4200,"B002","P","Y","S133","B",0,1e+05,4,"10",16,1,93,16,1,"Friday",76.5397260273973
"APPX70582039522","Male","C10006","A","A","4",5950,"B004","P","Y","S133","B",481.6,50000,5,"10",2,1,81,2,1,"Friday",64.4931506849315
"APPE60759056212","Male","C10262","C","C","4",1700,"B003","G","Y","S122","B",250,10000,2,"2",21,3,89,21,3,"Friday",72.7123287671233
"APPG70089323419","Male","C10040","C","C","4",1791,"B004","P","Y","S159","C",0,40000,5,"2",10,7,90,10,7,"Friday",74.0164383561644
"APPK30595352813","Male","C10004","A","A","4",2200,"B001","P","Y","S133","B",0,32000,5,"4",22,5,73,22,5,"Friday",56.8712328767123
"APPM50686693049","Female","C10002","A","B","4",6400,"B002","P","Y","S133","B",2500,50000,4,"10",10,12,87,10,12,"Friday",71.4328767123288
"APPS10899593641","Male","C10005","A","B","4",12100,"B011","P","Y","S133","B",2950,20000,2,"10",9,5,76,9,5,"Friday",59.8383561643836
"APPU40851297812","Male","C10003","A","B","4",1700,"B001","P","Y","S133","B",0,20000,5,"2",2,7,84,2,7,"Friday",67.9917808219178
"APPY50832508215","Male","C10015","C","C","4",1750,"B001","P","Y","S161","C",0,40000,5,"2",16,8,89,16,8,"Friday",73.1178082191781
"APPG10703627041","Male","C10011","B","A","4",2000,"B003","G","Y","S133","C",0,29000,5,"4",4,12,82,4,12,"Friday",66.413698630137
"APPJ30575738311","Male","C10008","A","C","1",8400,"B002","P","Y","S133","B",2000,65000,5,"10",4,5,88,4,5,"Friday",71.8328767123288
"APPQ40761179008","Male","C10004","A","B","4",5000,"B006","P","Y","S133","B",0,20000,2,"10",9,8,82,9,8,"Friday",66.0931506849315
"APPW50321429623","Male","C10004","A","C","4",3100,"B002","P","Y","S133","B",0,20000,3,"7",4,9,86,4,9,"Friday",70.1671232876712
"APPC90646608235","Male","C10001","A","A","4",3600,"B001","P","Y","S137","B",0,95000,5,"7",13,8,83,13,8,"Friday",67.1041095890411
"APPD10886387308","Male","C10001","A","C","4",4200,"B017","G","Y","S133","B",0,119000,5,"10",19,6,61,19,6,"Friday",44.9397260273973
"APPM90060175219","Male","C10003","A","A","4",2050,"B020","G","Y","S133","B",0,46000,5,"4",31,3,88,31,3,"Friday",71.7397260273973
"APPT40241706922","Male","C10040","C","C","4",2000,"","","Y","S161","B",0,10000,5,"4",30,11,86,30,11,"Friday",70.4054794520548
"APPW50848161223","Male","C10231","C","C","4",2400,"B002","P","Y","S159","B",500,30000,5,"4",26,3,72,26,3,"Friday",55.7150684931507
"APPE60599852025","Male","C10002","A","A","4",2500,"B012","G","Y","S133","C",0,36000,5,"4",26,7,89,26,7,"Friday",73.0602739726027
"APPJ40776978549","Male","C10028","C","A","4",2200,"B008","G","Y","S133","C",0,32000,5,"4",25,12,81,25,12,"Friday",65.4712328767123
"APPM70759368837","Male","C10001","A","A","1",10000,"B002","P","Y","S133","B",2000,30000,1,"10",12,11,65,12,11,"Friday",49.3424657534247
"APPW30051764831","Male","C10002","A","B","1",4150,"B002","P","Y","S133","C",0,73000,5,"7",4,9,89,4,9,"Friday",73.1698630136986
"APPA30411903226","Male","C10003","A","B","4",6200,"B009","G","Y","S156","B",0,1e+05,5,"10",20,4,83,20,4,"Friday",66.7890410958904
"APPB10564418333","Male","C10012","A","B","4",2500,"B001","P","Y","S143","C",0,36000,5,"7",24,11,79,24,11,"Friday",63.3835616438356
"APPG20346703813","Male","C10008","A","C","4",20000,"B009","G","Y","S133","C",0,120000,5,"10",10,12,82,10,12,"Friday",66.4301369863014
"APPL10350311309","Male","C10003","A","C","4",2100,"B002","P","Y","S133","C",0,30000,5,"4",26,3,80,26,3,"Friday",63.7205479452055
"APPN10547995518","Male","C10002","A","A","4",3000,"B002","P","Y","S133","B",0,30000,5,"7",12,7,91,12,7,"Friday",75.0219178082192
"APPR90028531934","Female","C10005","A","B","4",3000,"B001","P","Y","S133","B",0,15000,2,"7",30,1,88,30,1,"Friday",71.572602739726
"APPS60396495009","Male","C10015","C","C","4",2250,"B001","P","Y","S133","B",350,30000,4,"4",5,1,84,5,1,"Friday",67.5013698630137
"APPU80400802214","Female","C10001","A","B","4",1850,"B004","P","Y","S133","C",0,41000,5,"2",4,12,87,4,12,"Friday",71.4164383561644
"APPE50670183204","Male","C10025","A","B","4",7500,"B002","P","Y","S133","B",3000,50000,5,"10",22,11,92,22,11,"Saturday",76.386301369863
"APPL50830119948","Male","C10012","A","B","4",1450,"B001","P","Y","S133","C",0,33000,5,"2",25,2,91,25,2,"Saturday",74.6438356164384
"APPN20988323137","Male","C10001","A","A","4",10000,"B004","P","Y","S133","B",644,239000,5,"10",8,9,82,8,9,"Saturday",66.172602739726
"APPP60550872319","Male","C10017","B","C","1",3000,"B002","P","Y","S133","B",455.1,20000,3,"10",9,6,88,9,6,"Saturday",71.9287671232877
"APPU20528199805","Male","C10024","A","C","4",2100,"B002","P","Y","S133","C",0,33000,5,"4",6,8,91,6,8,"Saturday",75.0876712328767
"APPW10699583048","Male","C10001","A","C","1",3500,"B002","P","Y","S133","C",0,52000,4,"7",23,10,90,23,10,"Saturday",74.3013698630137
"APPY40031674237","Male","C10073","C","A","4",2300,"B004","P","Y","S133","B",0,14000,1,"4",2,12,89,2,12,"Saturday",73.4109589041096
"APPB10333046511","Male","C10001","A","A","4",2500,"B002","P","Y","S156","B",600,37000,4,"7",25,9,83,25,9,"Saturday",67.2191780821918
"APPF10910528942","Female","C10001","A","A","4",11300,"B008","G","Y","S133","B",0,50000,1,"10",2,5,57,2,5,"Saturday",40.8027397260274
"APPL10334493515","Male","C10003","A","C","4",2790,"B001","P","Y","S133","B",881.2,20000,2,"10",17,3,81,17,3,"Saturday",64.6931506849315
"APPV20868544542","Male","C10001","A","A","4",19600,"B003","G","Y","S144","B",600,1e+05,5,"10",12,8,71,12,8,"Saturday",55.0904109589041
"APPB40361638108","Male","C10001","A","C","4",4900,"B002","P","Y","S137","B",0,30000,2,"10",5,7,81,5,7,"Saturday",64.9945205479452
"APPK80018461031","Male","C10012","A","A","4",1900,"B003","G","Y","S144","C",0,43000,5,"2",8,11,81,8,11,"Saturday",65.3397260273973
"APPM30200391231","Female","C10006","A","A","4",1700,"","","Y","S159","B",0,30000,5,"2",15,1,62,15,1,"Saturday",45.5123287671233
"APPR70507694713","Male","C10018","C","A","4",1900,"B004","P","Y","S133","C",0,44000,5,"2",8,11,88,8,11,"Saturday",72.345205479452
"APPU40164463014","Male","C10006","A","B","4",2000,"B002","P","Y","S133","B",0,10000,1,"4",10,2,85,10,2,"Saturday",68.6
"APPV10414561712","Male","C10002","A","A","4",5000,"B029","G","Y","S133","B",0,82000,5,"10",7,12,71,7,12,"Saturday",55.4109589041096
"APPW20670909823","Male","C10016","B","A","1",3000,"B004","P","Y","S133","C",0,45000,5,"10",21,9,86,21,9,"Saturday",70.2109589041096
"APPX30341436923","Male","C10004","A","B","4",3500,"","","Y","S133","B",0,10000,2,"10",15,10,64,15,10,"Saturday",48.2630136986301
"APPA40964006215","Male","C10001","A","B","4",2500,"B001","P","Y","S133","B",300,20000,2,"7",17,10,84,17,10,"Saturday",68.2821917808219
"APPD80737328546","Male","C10002","A","B","4",5900,"B001","P","Y","S133","C",0,102000,5,"10",15,8,72,15,8,"Saturday",56.1013698630137
"APPQ30727274818","Male","C10001","A","A","4",3250,"B001","P","Y","S137","B",1150,42000,5,"7",10,11,84,10,11,"Saturday",68.3479452054794
"APPS30873775039","Male","C10001","A","C","4",3200,"B002","P","Y","S133","B",0,30000,4,"10",25,2,87,25,2,"Saturday",70.641095890411
"APPV10214156317","Male","C10001","A","A","4",3400,"B001","P","Y","S137","B",1200,44000,5,"7",23,12,83,23,12,"Saturday",67.4630136986301
"APPB90781564923","Male","C10001","A","A","4",3300,"B001","P","Y","S137","B",1250,40000,5,"7",11,7,84,11,7,"Saturday",68.013698630137
"APPF60920463324","Female","C10008","A","B","4",1510,"B020","G","Y","S133","B",400,10000,5,"2",28,7,90,28,7,"Saturday",74.0630136986301
"APPG60003937444","Male","C10010","A","C","4",3400,"B001","P","Y","S133","C",0,53000,5,"7",2,9,89,2,9,"Saturday",73.1616438356164
"APPI10510165643","Male","C10001","A","B","4",3500,"B005","P","Y","S143","C",0,41000,3,"10",3,6,85,3,6,"Saturday",68.9095890410959
"APPL10050339902","Male","C10017","B","C","4",2200,"B002","P","Y","S133","B",300,10000,2,"4",1,9,90,1,9,"Saturday",74.158904109589
"APPO60114361209","Male","C10001","A","A","4",1940,"B037","G","Y","S133","C",0,43000,5,"2",15,7,86,15,7,"Saturday",70.0246575342466
"APPT70575093735","Male","C10004","A","A","4",2300,"B001","P","Y","S133","B",0,15000,1,"4",12,10,72,12,10,"Saturday",56.2602739726027
"APPB30967934537","Male","C10003","A","C","4",2750,"B002","P","Y","S133","B",0,20000,2,"10",3,9,71,3,9,"Saturday",55.1506849315069
"APPD50989659724","Male","C10003","A","A","4",2000,"B025","G","Y","S133","C",0,29000,5,"4",18,8,93,18,8,"Saturday",77.1232876712329
"APPE10019904801","Male","C10006","A","B","4",4300,"B004","P","Y","S122","B",650,50000,5,"10",17,4,83,17,4,"Saturday",66.7780821917808
"APPF60675844927","Male","C10002","A","A","4",3600,"B003","G","Y","S133","C",0,43000,3,"7",30,9,85,30,9,"Saturday",69.2356164383562
"APPM30975978619","Male","C10002","A","B","4",2200,"B003","G","Y","S133","B",0,10000,3,"4",4,4,88,4,4,"Saturday",71.7479452054795
"APPN70997962705","Male","C10001","A","A","4",3800,"B004","P","Y","S156","B",1000,62000,5,"7",18,4,81,18,4,"Saturday",64.7808219178082
"APPP40765211902","Male","C10001","A","C","4",5000,"B002","P","Y","S133","B",2000,42000,3,"10",21,8,57,21,8,"Saturday",41.1068493150685
"APPU20905784406","Male","C10162","C","A","4",2800,"B039","G","Y","S133","B",1000,36000,5,"7",22,2,85,22,2,"Saturday",68.6328767123288
"APPS50232434843","Male","C10067","C","C","4",1500,"B022","G","Y","S133","B",0,29000,4,"2",16,4,91,16,4,"Saturday",74.7808219178082
"APPI20385327401","Male","C10009","B","B","4",4e+05,"B004","P","Y","S133","C",0,150000,5,"7",2,2,88,2,2,"Saturday",71.5780821917808
"APPN30831953921","Female","C10003","A","A","4",2500,"B009","G","Y","S156","B",1000,28000,5,"7",28,9,80,28,9,"Saturday",64.227397260274
"APPQ60175788242","Male","C10007","A","C","1",5000,"B004","P","Y","S133","C",0,88000,5,"7",3,4,72,3,4,"Saturday",55.7342465753425
"APPA10862786247","Male","C10002","A","B","3",3000,"B004","P","Y","S133","B",355.6,20000,3,"10",24,2,91,24,2,"Saturday",74.641095890411
"APPB60520093328","Female","C10001","A","A","1",4065.6,"B023","G","Y","S133","B",0,50000,2,"10",9,11,89,9,11,"Saturday",73.3479452054794
"APPD70989943502","Male","C10007","A","C","4",2600,"B001","P","Y","S122","B",0,50000,5,"10",17,11,89,17,11,"Saturday",73.3698630136986
"APPJ40570514142","Male","C10001","A","C","4",4700,"B002","P","Y","S133","B",0,134000,5,"10",27,6,90,27,6,"Saturday",73.9780821917808
"APPL70490083332","Male","C10230","C","A","1",4300,"B008","G","Y","S133","B",674,50000,4,"10",5,5,83,5,5,"Saturday",66.827397260274
"APPQ60669635818","Male","C10328","C","C","4",2000,"B003","G","Y","S133","B",0,20000,3,"4",15,8,78,15,8,"Saturday",62.1041095890411
"APPS40634707012","Male","C10005","A","B","3",5000,"B001","P","Y","S133","C",0,77000,4,"7",25,10,89,25,10,"Saturday",73.3068493150685
"APPZ80884561743","Male","C10025","A","B","4",3000,"B002","P","Y","S133","C",0,45000,5,"4",9,2,86,9,2,"Saturday",69.5972602739726
"APPB20788279927","Male","C10001","A","B","4",22500,"B001","P","Y","S133","C",0,120000,3,"7",26,7,87,26,7,"Saturday",71.0547945205479
"APPG80234649405","Male","C10002","A","C","4",2350,"B014","P","Y","S133","B",0,50000,5,"4",25,8,87,25,8,"Saturday",71.1369863013699
"APPL90867295927","Male","C10001","A","C","4",2000,"B001","P","Y","S133","C",0,29000,5,"4",18,3,91,18,3,"Sunday",74.6986301369863
"APPW30281119035","Male","C10005","A","A","4",1683.7,"B001","P","Y","S159","C",0,38000,5,"2",14,9,84,14,9,"Sunday",68.1890410958904
"APPY50703625241","Male","C10001","A","A","3",3600,"B005","P","Y","S133","B",0,46000,3,"10",7,2,85,7,2,"Sunday",68.5890410958904
"APPA90460628404","Male","C10004","A","C","4",4300,"B002","P","Y","S133","C",0,86000,5,"10",11,3,84,11,3,"Sunday",67.6767123287671
"APPC60693549642","Male","C10004","A","A","4",3257,"B001","P","Y","S133","B",1175,29000,3,"7",19,5,64,19,5,"Sunday",47.8520547945205
"APPE50471662848","Male","C10020","A","C","4",2700,"B001","P","Y","S133","C",0,39000,4,"7",1,11,86,1,11,"Sunday",70.3205479452055
"APPF80568145936","Male","C10008","A","A","4",3000,"B002","P","Y","S156","B",800,30000,5,"7",28,4,83,28,4,"Sunday",66.8054794520548
"APPJ70948081328","Male","C10006","A","A","4",4800,"B002","P","Y","S133","C",0,79000,5,"7",16,6,84,16,6,"Sunday",67.9424657534247
"APPQ50428203005","Male","C10017","B","A","4",2500,"B003","G","Y","S133","C",0,47000,5,"7",19,9,86,19,9,"Sunday",70.2027397260274
"APPW20098221614","Male","C10003","A","A","4",3500,"B005","P","Y","S161","B",0,92000,5,"7",22,4,84,22,4,"Sunday",67.7917808219178
"APPD50951943309","Male","C10002","A","A","4",4500,"B012","G","Y","S133","C",0,66000,4,"7",24,9,84,24,9,"Sunday",68.2164383561644
"APPG50761561638","Male","C10004","A","A","4",8500,"B003","G","Y","S133","B",0,20000,5,"10",11,1,82,11,1,"Sunday",65.5123287671233
"APPP10284388507","Male","C10007","A","C","4",3920,"B004","P","Y","S133","C",0,68000,5,"7",2,7,78,2,7,"Sunday",61.9808219178082
"APPV50674236141","Female","C10003","A","A","4",7000,"B002","P","Y","S133","C",0,108000,4,"7",31,1,88,31,1,"Sunday",71.5698630136986
"APPX90257115311","Male","C10003","A","B","4",2300,"B007","G","Y","S143","C",0,33000,5,"4",5,5,94,5,5,"Sunday",77.8328767123288
"APPY80219564449","Male","C10252","C","C","4",1810,"B001","P","Y","S133","B",0,10000,2,"2",1,7,94,1,7,"Sunday",77.9890410958904
"APPZ40078485506","Male","C10006","A","A","4",1200,"B001","P","Y","S133","C",0,27000,5,"2",13,12,94,13,12,"Sunday",78.441095890411
"APPA80896307614","Male","C10001","A","B","4",1913.3,"B001","P","Y","S133","C",0,44000,5,"2",15,7,89,15,7,"Sunday",73.0246575342466
"APPB50074682728","Male","C10024","A","C","4",4280,"B020","G","Y","S133","C",0,70000,5,"7",27,8,88,27,8,"Sunday",72.1424657534247
"APPD20269527908","Male","C10003","A","A","4",2500,"B003","G","Y","S133","C",0,36000,5,"4",8,12,88,8,12,"Sunday",72.4246575342466
"APPE90818827016","Male","C10015","C","A","4",6000,"B001","P","Y","S133","B",0,158000,5,"10",10,6,85,10,6,"Sunday",68.9260273972603
"APPM90794101827","Male","C10001","A","B","1",2000,"B001","P","Y","S143","B",0,39000,4,"4",4,2,94,4,2,"Sunday",77.586301369863
"APPO10364719032","Male","C10005","A","C","4",1950,"B002","P","Y","S133","B",0,45000,5,"2",5,7,81,5,7,"Sunday",64.9917808219178
"APPS40619443441","Male","C10018","C","A","4",3500,"B003","G","Y","S133","C",0,54000,5,"7",21,6,85,21,6,"Sunday",68.9561643835616
"APPT60812086514","Male","C10028","C","A","4",2300,"B001","P","Y","S143","C",0,33000,5,"4",5,7,88,5,7,"Sunday",71.9972602739726
"APPU70872008647","Female","C10006","A","B","4",3500,"B002","P","Y","S122","B",0,20000,2,"10",26,11,91,26,11,"Sunday",75.3917808219178
"APPV90687669732","Male","C10103","C","A","4",4270,"B002","P","Y","S133","B",0,20000,3,"10",3,3,83,3,3,"Sunday",66.6520547945206
"APPZ70196183129","Male","C10007","A","A","4",7600,"B036","G","Y","S122","B",0,150000,5,"10",8,10,60,8,10,"Sunday",44.2383561643836
"APPB10163019342","Male","C10002","A","B","2",2200,"B001","P","Y","S133","B",100,20000,5,"4",21,5,94,21,5,"Sunday",77.8767123287671
"APPC80771649401","Male","C10194","C","A","4",3200,"B004","P","Y","S156","B",500,30000,2,"7",24,8,85,24,8,"Sunday",69.1315068493151
"APPK40953033236","Male","C10010","A","A","4",3229.8,"B003","G","Y","S134","F",0,50000,5,"4",9,2,82,9,2,"Sunday",65.5917808219178
"APPL10998473318","Male","C10006","A","A","4",3250,"B002","P","Y","S133","C",0,50000,5,"4",5,1,89,5,1,"Sunday",72.5013698630137
"APPS40440441009","Male","C10157","C","A","4",1500,"B003","G","Y","S134","B",0,30000,5,"2",20,2,83,20,2,"Sunday",66.6219178082192
"APPW70707028434","Female","C10012","A","C","1",2500,"B002","P","Y","S161","B",0,69000,5,"10",26,3,83,26,3,"Sunday",66.7150684931507
"APPG50945299409","Male","C10011","B","C","1",1250,"B001","P","Y","S133","C",0,29000,5,"2",22,6,93,22,6,"Sunday",76.9643835616438
"APPL80674662921","Male","C10013","B","A","4",50000,"B003","G","Y","S133","C",0,150000,5,"7",6,8,80,6,8,"Sunday",64.0794520547945
"APPW10334242037","Male","C10007","A","C","4",2500,"B002","P","Y","S133","C",0,36000,5,"4",20,11,90,20,11,"Monday",74.372602739726
"APPY80512642239","Male","C10002","A","A","1",6000,"B003","G","Y","S133","B",0,1e+05,4,"10",3,12,81,3,12,"Monday",65.4027397260274
"APPA50309031421","Male","C10002","A","A","4",2800,"B004","P","Y","S122","C",0,42000,5,"4",5,9,85,5,9,"Monday",69.1616438356164
"APPB40394751535","Male","C10002","A","C","4",3000,"B009","G","Y","S133","C",0,45000,5,"7",6,6,87,6,6,"Monday",70.9123287671233
"APPJ10721537313","Male","C10054","C","A","4",4000,"B003","G","Y","S133","B",400,10000,5,"7",8,8,72,8,8,"Monday",56.0767123287671
"APPP10172634919","Male","C10002","A","B","4",2700,"B014","P","Y","S133","B",630.8,47000,5,"7",10,7,84,10,7,"Monday",68.0054794520548
"APPU30636141447","Male","C10005","A","A","4",2500,"B004","P","Y","S133","C",0,36000,5,"4",10,7,88,10,7,"Monday",72.0082191780822
"APPX20875597742","Female","C10001","A","A","4",3600,"B004","P","Y","S156","B",900,43000,3,"7",20,8,87,20,8,"Monday",71.1178082191781
"APPZ80208061911","Male","C10004","A","B","4",1900,"B004","P","Y","S133","C",0,44000,5,"2",11,2,84,11,2,"Monday",67.5945205479452
"APPA90843105048","Male","C10001","A","A","4",4000,"B002","P","Y","S137","B",0,1e+05,5,"10",17,7,84,17,7,"Monday",68.0246575342466
"APPS20954451827","Male","C10003","A","A","4",2700,"B003","G","Y","S133","B",0,30000,5,"7",15,5,80,15,5,"Monday",63.8493150684931
"APPT30796697911","Female","C10001","A","A","4",6325,"B017","G","Y","S133","B",0,70000,3,"10",28,7,87,28,7,"Monday",71.0547945205479
"APPU20397189011","Male","C10002","A","A","4",2500,"B004","P","Y","S143","B",0,50000,5,"7",11,8,91,11,8,"Monday",75.0958904109589
"APPY90382664432","Male","C10003","A","A","4",2000,"B025","G","Y","S133","B",400,20000,5,"4",29,1,76,29,1,"Monday",59.5534246575342
"APPA20443521627","Male","C10001","A","C","4",14400,"B001","P","Y","S133","B",4300,10000,1,"10",28,7,74,28,7,"Monday",58.0465753424658
"APPB70425366742","Male","C10175","C","C","4",2300,"B003","G","Y","S133","B",700,18000,5,"4",12,8,85,12,8,"Monday",69.0958904109589
"APPF60078383115","Male","C10006","A","B","4",2850,"B002","P","Y","S133","B",502.4,8000,5,"10",25,11,89,25,11,"Monday",73.386301369863
"APPI30080592433","Male","C10010","A","A","4",2200,"B001","P","Y","S133","B",0,10000,1,"4",10,10,73,10,10,"Monday",57.2493150684932
"APPK30008979628","Male","C10014","B","A","4",20000,"B001","P","Y","S133","B",500,20000,5,"10",3,3,79,3,3,"Monday",62.6465753424658
"APPL40173532726","Male","C10008","A","C","4",2240,"B002","P","Y","S133","B",0,10000,3,"4",2,7,85,2,7,"Monday",68.9835616438356
"APPM80785067846","Male","C10003","A","A","4",2500,"B003","G","Y","S133","C",0,36000,5,"7",31,10,91,31,10,"Monday",75.3178082191781
"APPN50249121948","Female","C10006","A","A","4",2200,"B004","P","Y","S127","B",326.1,26000,3,"4",2,5,86,2,5,"Monday",69.8164383561644
"APPQ70803666235","Male","C10002","A","A","4",6000,"B001","P","Y","S133","B",0,35000,3,"10",14,12,87,14,12,"Monday",71.4356164383562
"APPS40915527424","Female","C10002","A","C","4",4050,"B002","P","Y","S133","B",0,1e+05,5,"10",18,6,90,18,6,"Monday",73.9479452054795
"APPU50131251642","Male","C10006","A","C","4",2500,"B001","P","Y","S133","C",0,39000,5,"7",27,11,88,27,11,"Monday",72.3917808219178
"APPW10731066845","Female","C10002","A","C","4",2300,"B002","P","Y","S133","C",0,33000,5,"4",12,4,93,12,4,"Monday",76.7671232876712
"APPE60927189645","Male","C10004","A","C","4",2700,"B002","P","Y","S133","B",0,10000,2,"10",22,9,87,22,9,"Monday",71.2082191780822
"APPL20004389333","Female","C10001","A","C","4",4000,"B004","P","Y","S133","B",500,30000,5,"10",29,10,89,29,10,"Monday",73.3123287671233
"APPM50932825403","Female","C10050","C","C","4",2000,"B003","G","Y","S133","B",0,30000,3,"4",2,7,67,2,7,"Monday",50.9698630136986
"APPQ60431508824","Male","C10001","A","C","4",10000,"B004","P","Y","S143","B",200,10000,5,"10",25,7,90,25,7,"Monday",74.0493150684931
"APPU50878506245","Male","C10002","A","B","4",4200,"B002","P","Y","S133","B",0,20000,2,"10",3,5,86,3,5,"Monday",69.8191780821918
"APPY50812023606","Male","C10003","A","B","4",7000,"B001","P","Y","S133","B",0,10000,3,"10",10,7,84,10,7,"Monday",68.0054794520548
"APPA50066539844","Male","C10053","B","A","4",3000,"","","Y","S133","B",1000,10000,2,"7",2,8,87,2,8,"Monday",71.0684931506849
"APPC50278141029","Male","C10003","A","B","4",7000,"B001","P","Y","S134","B",0,10000,3,"10",10,7,84,10,7,"Monday",68.0054794520548
"APPD60561224133","Male","C10290","C","A","4",4000,"B007","G","Y","S133","B",1500,49000,5,"7",24,9,82,24,9,"Monday",66.2109589041096
"APPE40703104248","Male","C10208","C","C","4",1600,"B001","P","Y","S133","B",530,16000,5,"2",13,10,85,13,10,"Monday",69.2657534246575
"APPG30893167442","Male","C10006","A","B","4",2800,"B005","P","Y","S133","B",330,50000,5,"10",26,6,87,26,6,"Monday",70.9671232876712
"APPK80536531835","Male","C10001","A","A","4",3050,"B001","P","Y","S137","B",950,44000,5,"7",27,9,85,27,9,"Monday",69.2219178082192
"APPR10002741528","Female","C10019","B","C","4",1950,"B004","P","Y","S133","B",1.2,20000,5,"2",15,7,83,15,7,"Monday",67.0164383561644
"APPS60968261611","Male","C10004","A","A","4",2000,"B002","P","Y","S133","B",0,23000,2,"4",4,10,87,4,10,"Monday",71.241095890411
"APPW50782383019","Male","C10001","A","B","4",4600,"B003","G","Y","S133","B",0,50000,5,"10",6,8,73,6,8,"Monday",57.0712328767123
