"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Interest_Rate","EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPA70074662836","Male","C10013","B","C","4",2160,"B001","P","Y","S133","B",0,43000,4,18.25,1269,"4",15,12,90,15,12,"Wednesday",74.3780821917808
"APPB90340024944","Male","C10002","A","A","4",5400,"B003","G","Y","S137","B",0,30000,3,17.5,1077,"10",2,4,82,2,4,"Wednesday",65.6684931506849
"APPG50096776415","Male","C10004","A","A","4",1700,"B018","G","Y","S122","C",0,27000,4,31.5,996,"2",1,11,84,1,11,"Wednesday",68.2547945205479
"APPL40583199912","Female","C10005","A","C","1",4200,"B001","P","Y","S133","C",0,75000,4,13,2012,"7",20,4,85,20,4,"Wednesday",68.7205479452055
"APPN10455342107","Male","C10004","A","A","4",2300,"B003","G","Y","S159","C",0,35000,4,20,1065,"4",18,9,86,18,9,"Wednesday",70.1342465753425
"APPS30951619649","Male","C10004","A","B","4",1500,"B028","P","Y","S151","B",0,10000,2,31.5,567,"2",8,7,89,8,7,"Wednesday",72.9397260273973
"APPT90594804701","Male","C10001","A","A","4",3150,"B014","P","Y","S159","B",0,20000,2,24,1057,"7",4,9,88,4,9,"Wednesday",72.0986301369863
"APPU80754534819","Male","C10006","A","C","4",5300,"B003","G","Y","S137","B",0,50000,5,18,1270,"10",11,6,83,11,6,"Wednesday",66.8602739726027
"APPW90643303008","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,2,13,1426,"10",11,1,82,11,1,"Wednesday",65.4465753424657
"APPY70154287213","Male","C10052","C","A","4",2000,"B004","P","Y","S127","B",372.8,30000,5,20,795,"2",18,6,78,18,6,"Wednesday",61.8767123287671
"APPZ20691758327","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,2,16.25,1472,"10",11,1,82,11,1,"Wednesday",65.4465753424657
"APPJ50037571312","Male","C10002","A","B","1",14500,"B001","P","Y","S127","B",5550,50000,5,13,1138,"10",11,2,86,11,2,"Wednesday",69.5342465753425
"APPL50536941535","Male","C10003","A","C","4",5000,"B009","G","Y","S151","C",0,87000,4,13.99,2377,"7",26,8,69,26,8,"Wednesday",53.0602739726027
"APPT80497917305","Male","C10001","A","B","2",2100,"B002","P","Y","S134","B",0,49000,5,18.25,1251,"4",3,3,92,3,3,"Wednesday",75.5945205479452
"APPV40659716501","Male","C10301","C","C","4",1960,"B002","P","Y","S134","B",0,20000,4,20,609,"2",3,7,85,3,7,"Wednesday",68.9232876712329
"APPY70165405849","Male","C10001","A","C","4",4900,"B001","P","Y","S133","B",850,50000,4,14.85,1388,"10",24,2,78,24,2,"Wednesday",61.5643835616438
"APPZ80025349903","Male","C10006","A","A","4",10000,"B002","P","Y","S133","B",850,10000,1,17.5,914,"10",27,6,87,27,6,"Wednesday",70.9068493150685
"APPD80008511309","Male","C10014","B","B","4",2800,"B009","G","Y","S127","C",0,50000,4,15.25,1398,"4",15,1,82,15,1,"Wednesday",65.4575342465753
"APPH30994872725","Female","C10002","A","A","4",1800.7,"B004","P","Y","S133","C",0,30000,4,20,913,"2",25,8,94,25,8,"Wednesday",78.0739726027397
"APPI60848118844","Male","C10062","A","A","4",2500,"","","Y","S159","B",0,30000,3,16.25,1058,"7",24,12,92,24,12,"Wednesday",76.4054794520548
"APPN50032803325","Male","C10018","C","A","4",1500,"B002","P","Y","S122","C",0,22000,4,35.5,864,"2",27,9,87,27,9,"Wednesday",71.158904109589
"APPO70853823435","Male","C10015","C","C","4",2040,"B015","P","Y","S159","C",0,33000,4,20,1004,"2",21,1,81,21,1,"Wednesday",64.4739726027397
"APPP60074557509","Male","C10001","A","A","4",15000,"B003","G","Y","S133","C",0,150000,4,14.85,4163,"7",1,6,94,1,6,"Wednesday",77.841095890411
"APPQ10959561641","Female","C10004","A","B","4",3460,"B005","P","Y","S133","B",386.9,58000,5,14.49,1364,"10",13,2,87,13,2,"Wednesday",70.5397260273973
"APPU70329635011","Male","C10004","A","A","4",2874,"B005","P","Y","S133","B",0,10000,2,17,494,"7",30,7,86,30,7,"Wednesday",69.9972602739726
"APPG50276016214","Male","C10007","A","C","4",1215,"B033","G","Y","S122","C",0,18000,4,35.5,707,"2",8,5,84,8,5,"Thursday",67.7671232876712
"APPL20949933713","Male","C10004","A","B","4",5300,"B004","P","Y","S134","B",0,50000,5,18,1270,"10",21,10,86,21,10,"Thursday",70.2219178082192
"APPO30893974025","Male","C10005","A","B","4",2750,"B003","G","Y","S133","C",0,49000,4,14.49,1351,"4",26,6,81,26,6,"Thursday",64.8986301369863
"APPQ60265867242","Male","C10008","A","A","4",2000,"B003","G","Y","S143","C",0,34000,4,20,1035,"2",28,4,89,28,4,"Thursday",72.7424657534247
"APPR20345468326","Male","C10002","A","B","4",1650,"B011","P","Y","S159","C",0,26000,4,31.5,959,"2",5,8,91,5,8,"Thursday",75.013698630137
"APPS50808533441","Male","C10003","A","A","4",23400,"B003","G","Y","S133","B",300,20000,3,13.5,679,"10",17,4,86,17,4,"Thursday",69.7095890410959
"APPT20584547541","Male","C10023","B","C","4",3870,"B002","P","Y","S159","C",0,81000,5,15,1927,"2",8,6,89,8,6,"Thursday",72.8547945205479
"APPB70465826327","Male","C10002","A","B","4",2700,"B001","P","Y","S133","B",0,10000,2,16.75,493,"7",25,10,85,25,10,"Thursday",69.2328767123288
"APPC20450946437","Male","C10001","A","A","4",2600,"B001","P","Y","S133","C",0,45000,4,20,1369,"10",17,5,86,17,5,"Thursday",69.7917808219178
"APPE40674812646","Male","C10002","A","B","4",2600,"B001","P","Y","S133","B",0,30000,4,20,913,"7",25,8,86,25,8,"Thursday",70.0657534246575
"APPI60083846025","Male","C10001","A","C","1",4950,"B002","P","Y","S137","B",0,20000,1,15.25,1808,"10",22,9,88,22,9,"Thursday",72.1452054794521
"APPJ80004065137","Female","C10004","A","A","1",6000,"B003","G","Y","S137","B",0,20000,2,13,951,"10",11,2,89,11,2,"Thursday",72.5342465753425
"APPL20199191344","Male","C10200","C","A","4",2500,"B006","P","Y","S159","B",500,30000,3,18.25,1088,"7",14,5,80,14,5,"Thursday",63.7808219178082
"APPS40790773036","Male","C10003","A","A","4",2100,"","","Y","S133","B",0,20000,5,20,530,"4",6,11,84,6,11,"Thursday",68.2657534246575
"APPT90546091146","Male","C10005","A","A","5",1500,"B002","P","Y","S159","B",0,20000,3,31.5,866,"2",30,7,78,30,7,"Thursday",61.9890410958904
"APPC50046101017","Male","C10001","A","A","4",1750,"B001","P","Y","S133","B",0,10000,5,20,265,"2",12,3,91,12,3,"Thursday",74.613698630137
"APPK80892889807","Male","C10009","B","A","4",1500,"B002","P","Y","S133","B",600,6000,3,31.5,260,"2",16,10,93,16,10,"Thursday",77.213698630137
"APPP70028247335","Female","C10168","C","A","4",20000,"B025","G","Y","S133","B",200,20000,5,18,508,"7",23,6,88,23,6,"Thursday",71.8958904109589
"APPW60102517003","Male","C10028","C","A","4",2300,"B003","G","Y","S122","C",0,36000,4,20,1095,"2",14,8,87,14,8,"Thursday",71.0356164383562
"APPD30387067745","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,2,16.25,1472,"10",11,1,82,11,1,"Thursday",65.4438356164383
"APPN70429608716","Male","C10001","A","B","3",1550,"B001","P","Y","S133","B",0,20000,5,18.4,512,"2",27,3,92,27,3,"Thursday",75.6575342465753
"APPP70276067908","Male","C10002","A","B","4",4084.4,"","","Y","S122","D",0,67000,4,16.75,1925,"10",14,3,71,14,3,"Thursday",54.6054794520548
"APPT90214486322","Male","C10005","A","A","4",30000,"","","Y","S133","B",250,30000,3,15.25,1044,"10",25,8,86,25,8,"Thursday",70.0657534246575
"APPX60948942745","Female","C10004","A","B","4",15000,"B017","G","Y","S133","B",175,10000,3,14.85,346,"10",22,8,88,22,8,"Thursday",72.0602739726027
"APPB80950693149","Male","C10001","A","A","4",2800,"","","Y","S133","B",0,50000,3,20,1858,"7",20,12,93,20,12,"Thursday",77.3917808219178
"APPC10524349208","Male","C10004","A","A","4",1330,"B003","G","Y","S134","B",300,8000,2,31.5,454,"2",10,6,84,10,6,"Thursday",67.8575342465753
"APPF80949305524","Male","C10003","A","A","4",1980,"","","Y","S133","C",0,33000,4,20,1004,"2",2,7,92,2,7,"Thursday",75.9232876712329
"APPL70475539139","Male","C10004","A","C","4",3500,"B001","P","Y","S133","B",713.1,30000,3,15.35,1045,"10",3,9,84,3,9,"Thursday",68.0904109589041
"APPN10082625347","Female","C10001","A","A","4",1900,"B001","P","Y","S133","B",500,24000,5,18.4,615,"2",3,9,85,3,9,"Thursday",69.0904109589041
"APPU40898249005","Male","C10002","A","B","4",8800,"B002","P","Y","S143","B",1000,50000,2,13.5,2389,"10",19,1,87,19,1,"Thursday",70.4684931506849
"APPY60787364424","Male","C10002","A","A","4",1800,"B025","G","Y","S122","B",0,30000,4,20,913,"2",9,9,88,9,9,"Thursday",72.1095890410959
"APPE40982723041","Male","C10373","C","A","4",1500,"B003","G","Y","S133","B",0,29000,4,20,882,"2",27,4,56,27,4,"Thursday",39.7178082191781
"APPK40688867636","Male","C10010","A","C","4",2000,"B002","P","Y","S133","B",0,30000,4,20,913,"4",1,1,86,1,1,"Thursday",69.4191780821918
"APPM10813898816","Male","C10003","A","B","3",2300,"B001","P","Y","S133","B",300,7000,2,16.75,345,"4",3,10,92,3,10,"Thursday",76.1780821917808
"APPN80694074932","Male","C10001","A","A","4",5400,"B003","G","Y","S137","B",0,30000,4,17.5,873,"10",15,10,82,15,10,"Thursday",66.2027397260274
"APPQ10486909232","Male","C10002","A","A","4",30000,"B002","P","Y","S133","B",2800,30000,5,13.5,690,"10",12,7,89,12,7,"Thursday",72.9479452054795
"APPW50133151807","Male","C10007","A","A","4",1800,"","","Y","S127","C",0,27000,4,20,822,"2",30,9,88,30,9,"Thursday",72.1671232876712
"APPX70258437914","Male","C10003","A","C","4",5000,"B009","G","Y","S122","C",0,87000,4,13.99,2377,"7",25,8,70,25,8,"Thursday",54.0547945205479
"APPY80460709003","Male","C10003","A","B","4",2800,"B001","P","Y","S133","B",410.7,20000,4,24,652,"7",20,11,84,20,11,"Thursday",68.3041095890411
"APPE70736874626","Male","C10002","A","A","3",3400,"B001","P","Y","S127","C",0,59000,4,14.49,1627,"4",26,1,91,26,1,"Thursday",74.4904109589041
"APPN10407987512","Male","C10004","A","B","4",1850,"B018","G","Y","S133","B",0,10000,3,20,372,"2",21,5,87,21,5,"Thursday",70.8027397260274
"APPO90040635622","Male","C10004","A","A","4",2500,"B018","G","Y","S133","C",0,42000,4,17.5,1223,"4",1,10,83,1,10,"Thursday",67.1643835616438
"APPS50980986045","Male","C10033","C","A","4",1755.5,"B003","G","Y","S133","C",0,26000,4,20,791,"2",30,8,82,30,8,"Thursday",66.0767123287671
"APPT60142146101","Male","C10005","A","B","3",1444.4,"B002","P","Y","S157","C",0,23000,4,31.5,848,"2",24,4,84,24,4,"Thursday",67.7287671232877
"APPZ20345467702","Male","C10007","A","A","4",1437.8,"","","Y","S133","C",0,21000,4,35.5,825,"2",22,11,93,22,11,"Thursday",77.3150684931507
"APPD30599989131","Male","C10003","A","B","4",2000,"B001","P","Y","S133","C",0,34000,4,16.75,977,"4",10,8,89,10,8,"Thursday",73.027397260274
"APPG70624231419","Male","C10001","A","B","4",2600,"B004","P","Y","S133","B",0,40000,5,17.5,1005,"7",12,9,91,12,9,"Thursday",75.1178082191781
"APPI70960456623","Male","C10180","C","B","4",2125,"B004","P","Y","S157","B",0,48000,5,20,1272,"2",6,8,84,6,8,"Thursday",68.013698630137
"APPK80224618804","Male","C10003","A","A","4",3000,"B007","G","Y","S133","C",0,46000,4,19,1375,"4",31,7,90,31,7,"Thursday",74
"APPG40649241049","Male","C10005","A","B","4",2700,"B002","P","Y","S133","B",365,40000,3,20,1487,"7",15,9,92,15,9,"Thursday",76.1287671232877
"APPH60807767132","Male","C10008","A","A","4",3000,"","","Y","S133","B",0,20000,3,20,743,"7",10,10,89,10,10,"Thursday",73.1945205479452
"APPL80168084546","Male","C10004","A","A","4",5100,"B003","G","Y","S137","B",0,50000,5,24,1438,"10",18,4,84,18,4,"Thursday",67.7123287671233
"APPO80508512822","Male","C10006","A","A","4",1650,"B002","P","Y","S133","B",0,20000,3,20,743,"2",3,11,92,3,11,"Thursday",76.2630136986301
"APPT60922918321","Male","C10002","A","B","4",1500,"B001","P","Y","S133","B",0,15000,3,18.4,545,"2",19,2,91,19,2,"Thursday",74.5561643835617
"APPW30774071628","Male","C10026","C","C","4",1530,"B003","G","Y","S127","C",0,22000,4,37,884,"2",22,6,92,22,6,"Thursday",75.8958904109589
"APPZ50504981939","Male","C10005","A","A","4",8000,"B011","P","Y","S133","B",0,20000,3,14.85,692,"10",30,10,81,30,10,"Thursday",65.2438356164384
"APPC20905979229","Male","C10007","A","C","4",1950,"B004","P","Y","S133","B",0,20000,4,20,609,"2",17,1,70,17,1,"Thursday",53.4520547945205
"APPD10445878335","Male","C10004","A","C","4",2000,"B020","G","Y","S159","B",550,17000,3,18.25,617,"4",18,8,69,18,8,"Thursday",53.0356164383562
"APPF60257608523","Female","C10003","A","B","4",2700,"B002","P","Y","S133","B",0,50000,4,20,1522,"7",30,7,85,30,7,"Thursday",68.9945205479452
"APPG30189216642","Male","C10070","C","A","4",5500,"B001","P","Y","S133","B",0,50000,5,18,1270,"7",4,7,74,4,7,"Thursday",57.9150684931507
"APPJ90974702943","Male","C10030","B","C","4",2150,"B004","P","Y","S157","B",0,20000,3,33,882,"2",19,9,84,19,9,"Thursday",68.1342465753425
"APPK80312107019","Male","C10006","A","C","4",1200,"B009","G","Y","S133","B",304.5,9000,3,31.5,389,"2",16,5,95,16,5,"Thursday",78.7945205479452
"APPO80617353405","Female","C10003","A","B","4",2550,"B002","P","Y","S133","B",0,30000,2,20,1527,"7",30,7,85,30,7,"Thursday",68.9945205479452
"APPT40546225908","Female","C10004","A","A","4",1500,"B002","P","Y","S133","C",0,24000,4,31.5,885,"2",1,10,88,1,10,"Thursday",72.1698630136986
"APPV80221069106","Male","C10002","A","B","4",3000,"B035","P","Y","S133","C",0,46000,4,20,1400,"4",25,7,82,25,7,"Thursday",65.9780821917808
"APPX50492911312","Male","C10002","A","B","2",2400,"B002","P","Y","S143","C",0,33000,3,16.75,1172,"4",25,10,88,25,10,"Thursday",72.2356164383562
"APPY30478594405","Male","C10252","C","A","4",1500,"B002","P","Y","S133","B",500,13000,4,20,396,"2",8,3,91,8,3,"Thursday",74.6027397260274
"APPC40554164836","Male","C10002","A","B","4",2980,"B003","G","Y","S133","B",253.1,45000,5,16.25,1100,"7",15,11,86,15,11,"Thursday",70.2904109589041
"APPD60095439941","Male","C10031","C","A","4",3000,"B017","G","Y","S151","B",0,20000,3,18.25,726,"7",8,8,62,8,8,"Thursday",46.0027397260274
"APPF20956441112","Male","C10027","A","B","2",3890,"B001","P","Y","S133","B",700,20000,1,13,1786,"7",2,7,79,2,7,"Thursday",62.9123287671233
"APPG40147389225","Male","C10011","B","A","4",2500,"","","Y","S134","B",500,20000,3,15.25,696,"7",15,10,92,15,10,"Thursday",76.2109589041096
"APPK80792933616","Male","C10625","C","B","4",2800,"B001","P","Y","S133","B",0,20000,4,18.25,590,"7",18,12,86,18,12,"Thursday",70.3808219178082
"APPQ40118244211","Female","C10005","A","A","4",1800,"B004","P","Y","S133","B",0,35000,4,20,1065,"2",6,7,92,6,7,"Thursday",75.9342465753425
"APPT60123098522","Female","C10003","A","A","4",10300,"B005","P","Y","S133","C",0,150000,4,13.5,4061,"7",3,7,77,3,7,"Thursday",60.9150684931507
"APPW70909199822","Male","C10018","C","C","4",4500,"B006","P","Y","S133","B",0,10000,1,14,898,"10",27,12,87,27,12,"Thursday",71.4054794520548
"APPY30268338024","Male","C10011","B","A","4",1000,"","","Y","S133","B",200,6000,2,35.5,353,"2",12,6,92,12,6,"Thursday",75.8684931506849
"APPD30170837533","Male","C10590","C","A","4",5000,"B003","G","Y","S133","B",0,1e+05,5,15.5,2405,"7",13,5,81,13,5,"Thursday",64.7780821917808
"APPF40845001711","Male","C10016","B","A","1",2550,"B003","G","Y","S133","B",0,60000,5,15.25,1435,"10",25,1,86,25,1,"Thursday",69.4849315068493
"APPJ10145779104","Male","C10005","A","C","4",4200,"B003","G","Y","S133","C",0,71000,4,14.85,1971,"4",10,7,88,10,7,"Thursday",71.9424657534247
"APPL10488234348","Male","C10010","A","C","4",1800,"B004","P","Y","S127","C",0,29000,4,18.4,858,"2",14,3,91,14,3,"Thursday",74.6191780821918
"APPS60597959017","Male","C10004","A","A","4",2500,"B011","P","Y","S159","B",1000,14000,2,20,713,"7",10,11,84,10,11,"Thursday",68.2767123287671
"APPT50559866149","Female","C10005","A","A","4",1200,"B029","G","Y","S133","C",0,19000,4,31.5,701,"2",21,4,76,21,4,"Thursday",59.7150684931507
"APPZ90645942718","Male","C10001","A","B","4",1999,"B004","P","Y","S143","B",0,20000,5,20,530,"2",4,7,87,4,7,"Thursday",70.9232876712329
"APPC70304034026","Male","C10001","A","A","4",3000,"B032","G","Y","S133","C",0,51000,4,17.5,1485,"4",14,11,73,14,11,"Thursday",57.2794520547945
"APPE60147113211","Female","C10001","A","A","4",2000,"B004","P","Y","S133","C",0,30000,4,20,913,"4",10,4,89,10,4,"Thursday",72.6931506849315
"APPF20850741325","Male","C10371","C","A","4",1500,"","","Y","S159","B",350,20000,5,20,530,"2",9,5,90,9,5,"Thursday",73.772602739726
"APPG30084358449","Male","C10014","B","B","4",1200,"B002","P","Y","S133","C",0,18000,4,35.5,707,"2",6,8,87,6,8,"Thursday",71.013698630137
"APPH50393717511","Female","C10005","A","B","2",1587.6,"B001","P","Y","S133","C",0,25000,4,13,671,"2",12,10,93,12,10,"Thursday",77.2027397260274
"APPO50388638204","Male","C10002","A","C","4",3800,"B002","P","Y","S133","B",0,20000,2,16.35,983,"10",23,4,89,23,4,"Thursday",72.7287671232877
"APPS40676425623","Male","C10549","C","","5",1500,"","","Y","S122","D",0,33000,5,20,874,"2",17,9,90,17,9,"Friday",74.1287671232877
"APPX20340531127","Male","C10227","C","A","4",2000,"B006","P","Y","S133","B",0,30000,3,20,1115,"2",19,8,93,19,8,"Friday",77.0520547945205
"APPZ50261994347","Male","C10003","A","B","4",15000,"B004","P","Y","S133","C",0,150000,4,13.5,4061,"7",31,12,73,31,12,"Friday",57.4054794520548
"APPH90928914135","Male","C10007","A","C","4",1250,"B033","G","Y","S133","C",0,19000,4,35.5,746,"2",8,5,84,8,5,"Friday",67.7643835616438
"APPL80660093502","Male","C10014","B","C","4",1250,"B004","P","Y","S133","C",0,19000,4,35.5,746,"2",1,5,87,1,5,"Friday",70.7452054794521
"APPN30795581744","Female","C10001","A","B","3",3000,"B001","P","Y","S133","C",0,52000,4,13,1395,"7",31,8,85,31,8,"Friday",69.0794520547945
"APPO20757836842","Male","C10004","A","B","4",1850,"B001","P","Y","S133","C",0,31000,4,28.5,1089,"2",28,6,85,28,6,"Friday",68.9041095890411
"APPP20275968918","Male","C10004","A","A","2",1300,"B001","P","Y","S156","B",0,10000,2,31.5,567,"2",21,12,91,21,12,"Friday",75.3890410958904
"APPS70547262207","Male","C10234","C","A","4",2500,"B033","G","Y","S133","B",0,30000,2,20,1527,"7",8,8,90,8,8,"Friday",74.0191780821918
"APPT90573816345","Male","C10005","A","C","3",1500,"B001","P","Y","S134","C",0,24000,4,31.5,885,"2",2,12,93,2,12,"Friday",77.3397260273973
"APPW90912039626","Male","C10002","A","C","4",2500,"B003","G","Y","S133","C",0,31000,3,24,1216,"4",15,9,84,15,9,"Friday",68.1205479452055
"APPX30179735742","Male","C10003","A","A","4",1800,"B032","G","Y","S159","B",0,10000,2,20,509,"2",21,2,90,21,2,"Friday",73.558904109589
"APPC50809379238","Male","C10002","A","A","4",4300,"B005","P","Y","S133","C",0,65000,4,14.85,1804,"7",5,1,90,5,1,"Friday",73.4301369863014
"APPE60225529427","Male","C10015","C","B","4",3050,"B004","P","Y","S133","C",0,57000,4,20,1735,"4",14,5,85,14,5,"Friday",68.7808219178082
"APPI40835269803","Male","C10002","A","A","4",2500,"","","Y","S133","C",0,38000,4,28.5,1335,"4",20,7,91,20,7,"Friday",74.9671232876712
"APPO70069531428","Male","C10013","B","A","4",3630,"B008","G","Y","S133","C",0,65000,4,18,1909,"7",18,1,84,18,1,"Friday",67.4602739726027
"APPT90257249946","Male","C10009","B","A","4",2075,"B008","G","Y","S122","C",0,35000,4,20,1065,"2",19,12,92,19,12,"Friday",76.386301369863
"APPU50324419043","Male","C10001","A","C","1",5050,"B002","P","Y","S123","B",0,20000,1,15.25,1808,"10",20,2,90,20,2,"Friday",73.5561643835617
"APPW30817558222","Male","C10002","A","A","4",1800,"B030","P","Y","S159","B",500,15000,3,20,557,"2",5,4,88,5,4,"Friday",71.6767123287671
"APPY60457491406","Male","C10012","A","B","4",3143.8,"B011","P","Y","S159","C",0,63000,5,14.49,1482,"7",25,9,76,25,9,"Friday",60.1424657534247
"APPA60053753634","Female","C10003","A","A","4",2000,"B042","G","Y","S159","C",0,30000,4,24,978,"4",21,3,77,21,3,"Friday",60.627397260274
"APPB80513338728","Female","C10005","A","A","4",1270,"B001","P","Y","S159","B",250,10000,3,31.5,433,"2",11,8,87,11,8,"Friday",71.0246575342466
"APPD40654474948","Male","C10001","A","C","4",3200,"B002","P","Y","S159","B",900,10000,1,20,926,"7",14,2,88,14,2,"Friday",71.5369863013699
"APPN20617768943","Female","C10171","C","A","4",1650,"","","Y","S133","B",0,37000,5,20,980,"2",28,10,84,28,10,"Friday",68.2383561643836
"APPU70935806605","Male","C10007","A","A","4",4800,"B002","P","Y","S133","C",0,81000,4,14.85,2248,"7",7,3,72,7,3,"Friday",55.586301369863
"APPV60657605733","Male","C10001","A","C","4",1992.6,"B001","P","Y","S127","B",668.8,14000,3,18.4,509,"2",7,9,84,7,9,"Friday",68.0986301369863
"APPX90666055938","Male","C10578","C","A","1",3000,"B003","G","Y","S143","B",0,30000,5,20,795,"7",18,2,81,18,2,"Friday",64.5452054794521
"APPY30292973046","Male","C10021","B","B","4",8200,"B003","G","Y","S133","B",1098,90000,3,18,3254,"7",14,9,84,14,9,"Friday",68.1178082191781
"APPZ50780999101","Male","C10002","A","A","4",2720,"B004","P","Y","S133","B",740,30000,4,20,913,"7",10,12,76,10,12,"Friday",60.3506849315068
"APPD80276878546","Female","C10002","A","A","4",2000,"B016","G","Y","S133","B",0,10000,3,20,372,"4",15,8,95,15,8,"Friday",79.041095890411
"APPG10647217808","Male","C10002","A","A","4",1400,"B001","P","Y","S133","B",500,7000,3,31.5,303,"2",1,8,84,1,8,"Friday",67.9972602739726
"APPH80447472918","Male","C10008","A","B","4",2000,"B004","P","Y","S133","B",0,10000,3,28.5,416,"2",23,7,91,23,7,"Friday",74.9753424657534
"APPI40226495037","Female","C10515","C","A","4",2640,"B035","P","Y","S133","B",650,39000,4,20,1187,"7",10,6,75,10,6,"Friday",58.8465753424658
"APPM50565261406","Male","C10004","A","B","4",2000,"B001","P","Y","S133","B",0,10000,3,28.5,416,"4",20,3,90,20,3,"Friday",73.6328767123288
"APPO90337948614","Male","C10029","C","A","4",2500,"B003","G","Y","S122","C",0,40000,4,20,1217,"2",7,3,87,7,3,"Friday",70.5945205479452
"APPR20083622912","Male","C10004","A","A","4",9000,"","","Y","S122","D",0,180000,5,14.85,4268,"2",19,8,98,19,8,"Friday",82.0547945205479
"APPT40266722109","Male","C10007","A","B","4",3060,"B040","P","Y","S159","B",670,10000,3,20,372,"7",23,11,87,23,11,"Friday",71.3095890410959
"APPY60379131623","Male","C10004","A","C","4",1900,"B016","G","Y","S159","B",0,20000,5,20,530,"2",1,12,88,1,12,"Friday",72.3342465753425
"APPZ70693142732","Male","C10001","A","A","4",20000,"B010","G","Y","S159","C",0,150000,4,14.85,4163,"7",13,9,93,13,9,"Friday",77.1205479452055
"APPD90241528144","Male","C10002","A","C","4",1800,"B019","G","Y","S159","B",0,20000,5,18.4,512,"2",12,6,86,12,6,"Friday",69.8602739726027
"APPE60699225207","Male","C10222","C","B","4",2000,"","","Y","S159","B",250,10000,5,20,265,"2",12,8,86,12,8,"Friday",70.027397260274
"APPQ30548648447","Male","C10008","A","C","4",1500,"B001","P","Y","S133","B",500,15000,5,18.4,384,"2",25,3,92,25,3,"Friday",75.6493150684932
"APPS10591988617","Male","C10005","A","A","1",2200,"B001","P","Y","S159","C",0,37000,4,28.5,1300,"2",3,3,93,3,3,"Friday",76.5890410958904
"APPT40411196701","Female","C10006","A","A","4",1600,"B002","P","Y","S133","B",0,20000,3,20,743,"2",8,12,88,8,12,"Friday",72.3534246575342
"APPU60295005811","Male","C10003","A","A","4",3500,"B002","P","Y","S133","B",0,50000,5,20,1325,"7",10,8,91,10,8,"Friday",75.0246575342466
"APPY80894488245","Male","C10002","A","C","4",9157.4,"","","Y","S133","B",1463.4,50000,3,13.5,1697,"10",17,5,67,17,5,"Friday",50.7753424657534
"APPZ50422625323","Male","C10006","A","A","4",2050,"B025","G","Y","S159","B",0,10000,3,20,372,"2",24,10,90,24,10,"Friday",74.2301369863014
"APPA70973673445","Male","C10009","B","A","4",3256.8,"B027","G","Y","S133","C",0,58000,4,14.85,1610,"7",15,1,89,15,1,"Friday",72.4575342465753
"APPB40730367533","Male","C10001","A","A","4",2500,"B002","P","Y","S133","B",146.9,31000,3,15.5,1082,"7",12,2,95,12,2,"Friday",78.5369863013699
"APPH20202464143","Male","C10006","A","A","4",3750,"","","Y","S133","B",0,20000,4,14.85,555,"10",13,12,80,13,12,"Friday",64.3616438356164
"APPI60921374216","Male","C10001","A","A","4",2200,"B002","P","Y","S133","B",0,43000,4,20,1309,"4",5,8,76,5,8,"Friday",60.0027397260274
"APPL20529475509","Male","C10005","A","B","4",1525,"","","Y","S133","B",0,20000,4,31.5,738,"2",22,10,94,22,10,"Friday",78.227397260274
"APPS70625665218","Male","C10007","A","A","4",2400,"B003","G","Y","S133","C",0,39000,4,20,1187,"2",15,11,90,15,11,"Friday",74.2904109589041
"APPU90282657431","Male","C10009","B","C","4",1250,"B002","P","Y","S133","B",300,10000,3,31.5,433,"2",5,9,91,5,9,"Friday",75.0958904109589
"APPV10608949549","Male","C10014","B","A","4",1600,"","","Y","S133","C",0,24000,4,20,730,"2",10,6,83,10,6,"Friday",66.8520547945206
"APPW50613487607","Male","C10052","C","A","4",2000,"","","Y","S133","B",600,20000,5,20,530,"2",11,6,77,11,6,"Friday",60.8520547945205
"APPB70643382118","Male","C10040","C","A","4",2200,"B010","G","Y","S127","B",450,25000,4,20,761,"2",5,4,75,5,4,"Friday",58.6657534246575
"APPG70438067631","Male","C10014","B","C","4",1780,"B001","P","Y","S157","C",0,27000,4,18.4,799,"2",4,5,85,4,5,"Friday",68.7534246575343
"APPJ40439883923","Male","C10005","A","B","4",1750,"B001","P","Y","S159","B",286.2,25000,4,20,761,"2",16,8,79,16,8,"Friday",63.0328767123288
"APPK20374225017","Male","C10206","C","A","4",1500,"","","Y","S159","B",0,29000,4,20,882,"2",13,10,88,13,10,"Friday",72.2
"APPT50897242945","Male","C10002","A","C","4",2230,"B002","P","Y","S159","B",500,5000,1,18,458,"4",30,4,87,30,4,"Friday",70.7424657534247
"APPY60003756437","Male","C10010","A","C","4",2000,"B002","P","Y","S133","C",0,30000,4,20,913,"4",5,6,91,5,6,"Friday",74.8438356164384
