"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Interest_Rate","EMI","Var1","Approved","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPX40171985534","Male","C10004","A","B","4",5400,"B002","P","Y","S137","B",400,50000,4,23.5,1616,"10",0,20,6,85,20,6,"Wednesday",68.9068493150685
"APPY90412507647","Male","C10004","A","C","4",2500,"B002","P","Y","S133","B",600,30000,5,15.5,722,"10",0,26,1,88,26,1,"Wednesday",71.5095890410959
"APPB40014014939","Male","C10045","C","C","4",1736.9,"B008","G","Y","S127","B",0,20000,4,20,609,"2",0,3,7,84,3,7,"Wednesday",67.9424657534247
"APPE50839989203","Male","C10005","A","A","4",6000,"B003","G","Y","S159","C",0,105000,5,14.85,2490,"7",0,14,1,76,14,1,"Wednesday",59.4684931506849
"APPF80247503339","Male","C10081","C","A","4",2500,"B009","G","Y","S122","B",0,30000,5,16.75,742,"7",0,12,11,93,12,11,"Wednesday",77.3095890410959
"APPG50892381404","Male","C10001","A","C","4",4000,"B001","P","Y","S143","C",0,64000,5,13.49,1472,"10",0,23,3,65,23,3,"Wednesday",48.6493150684932
"APPH90537773529","Male","C10002","A","A","4",1550,"B001","P","Y","S134","B",0,10000,3,20,372,"2",0,12,10,92,12,10,"Wednesday",76.2246575342466
"APPM20458434005","Male","C10003","A","B","4",3000,"B002","P","Y","S127","B",842.5,10000,5,19,259,"10",0,1,5,70,1,5,"Sunday",53.7479452054795
"APPQ70830715446","Male","C10002","A","A","4",4180,"B001","P","Y","S127","B",591.8,42000,3,15.25,1461,"10",0,9,10,86,9,10,"Wednesday",70.2109589041096
"APPS30182891613","Male","C10354","C","B","3",3250,"B003","G","Y","S143","B",0,10000,2,15.5,487,"7",0,6,5,78,6,5,"Wednesday",61.7780821917808
"APPV60904263908","Male","C10005","A","A","4",2300,"B028","P","Y","S159","B",0,30000,4,20,913,"2",0,11,1,90,11,1,"Wednesday",73.4712328767123
"APPE90127765814","Male","C10005","A","A","4",2800,"","","Y","S133","B",0,20000,4,31,732,"7",0,26,7,87,26,7,"Wednesday",71.0054794520548
"APPK50634289405","Male","C10005","A","C","4",1820,"B002","P","Y","S133","B",0,20000,2,18.4,1002,"2",0,9,11,90,9,11,"Wednesday",74.2986301369863
"APPO70393506809","Male","C10005","A","A","4",2800,"","","Y","S133","B",0,20000,4,16.25,569,"7",0,26,7,87,26,7,"Wednesday",71.0054794520548
"APPQ70895303026","Male","C10076","C","A","4",3400,"B017","G","Y","S133","B",0,30000,5,14.49,706,"7",1,27,7,84,27,7,"Wednesday",68.0082191780822
"APPU80721547424","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPD70248172321","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPE60471988432","Male","C10003","A","A","4",50000,"B003","G","Y","S127","B",0,20000,5,13.5,460,"10",0,2,10,94,2,10,"Wednesday",78.1972602739726
"APPF80151103546","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPI10492796842","Male","C10115","C","A","4",2572,"B022","G","Y","S134","B",587.5,30000,4,20,913,"7",0,15,8,86,15,8,"Wednesday",70.0602739726027
"APPK20647857011","Male","C10009","B","B","4",4250,"B002","P","Y","S134","B",0,20000,1,14.85,1804,"10",0,6,4,89,6,4,"Wednesday",72.7041095890411
"APPL40011231123","Male","C10001","A","B","4",3800,"B003","G","Y","S127","B",1000,27000,4,15.5,758,"7",0,16,11,73,16,11,"Wednesday",57.3068493150685
"APPN80259467348","Female","C10114","C","A","4",4000,"B003","G","Y","S159","B",750,10000,5,27.5,308,"7",0,31,8,66,31,8,"Wednesday",50.0904109589041
"APPO20007736406","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPP30426579515","Male","C10001","A","A","4",4000,"","","Y","S143","B",0,10000,3,17.5,359,"10",0,27,3,86,27,3,"Wednesday",69.6739726027397
"APPR40651191737","Male","C10096","C","A","4",2000,"","","Y","S127","B",0,20000,4,20,609,"2",0,18,3,92,18,3,"Wednesday",75.654794520548
"APPT80401513906","Male","C10001","A","A","4",1900,"B010","G","Y","S159","B",3.6,20000,3,20,743,"2",0,30,9,79,30,9,"Wednesday",63.1808219178082
"APPV60787682125","Male","C10011","B","C","4",1952.5,"B002","P","Y","S127","C",0,44000,5,20,1166,"2",0,1,2,86,1,2,"Wednesday",69.5260273972603
"APPX30537494347","Male","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,2,15.1,1456,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPF50525146114","Male","C10002","A","B","2",5000,"B001","P","Y","S143","B",0,10000,1,13,893,"10",0,2,7,89,2,7,"Wednesday",72.9424657534247
"APPH10879686333","Male","C10085","C","A","4",6000,"B030","P","Y","S127","B",1000,50000,5,15.5,1203,"7",0,24,11,91,24,11,"Wednesday",75.3397260273973
"APPL40692464742","Male","C10061","C","A","4",2110.5,"B004","P","Y","S127","B",529,28000,5,18.25,715,"2",0,18,8,90,18,8,"Wednesday",74.0712328767123
"APPM50872081803","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPN60271044911","Male","C10004","A","B","4",5400,"B003","G","Y","S137","B",400,50000,4,23.5,1616,"10",0,21,7,86,21,7,"Wednesday",69.9917808219178
"APPP80713204133","Male","C10004","A","C","4",1500,"B001","P","Y","S159","B",0,10000,2,18.4,501,"2",0,15,9,75,15,9,"Wednesday",59.1369863013699
"APPW80330795821","Male","C10001","A","A","4",2500,"B004","P","Y","S159","C",0,36000,5,19,934,"4",0,14,5,88,14,5,"Wednesday",71.8082191780822
"APPG70851417819","Male","C10011","B","B","4",4600,"B001","P","Y","S122","C",0,81000,5,23,2283,"7",0,31,10,80,31,10,"Wednesday",64.2684931506849
"APPH10098491926","Male","C10296","C","A","4",1800,"","","Y","S133","B",400,10000,2,20,509,"2",0,1,9,91,1,9,"Wednesday",75.1095890410959
"APPI40450993036","Male","C10001","A","C","4",5200,"B012","G","Y","S159","C",0,90000,5,14.85,2134,"7",0,4,12,70,4,12,"Wednesday",54.3534246575342
"APPA70176829814","Female","C10003","A","A","4",2500,"B007","G","Y","S133","B",0,47000,3,20,1747,"7",0,8,8,84,8,8,"Wednesday",68.041095890411
"APPF20463348338","Male","C10001","A","B","4",1980,"B001","P","Y","S159","C",0,46000,5,18.4,1178,"2",0,17,8,87,17,8,"Wednesday",71.0657534246575
"APPN80828358135","Male","C10002","A","B","4",1800,"B001","P","Y","S159","B",0,10000,5,18.4,256,"2",0,25,4,91,25,4,"Wednesday",74.7561643835616
"APPP60275588316","Male","C10004","A","A","4",2480,"B002","P","Y","S159","B",830,12000,2,20,611,"4",0,30,7,89,30,7,"Wednesday",73.0191780821918
"APPT30785308727","Male","C10007","A","A","4",3000,"B001","P","Y","S159","B",500,20000,5,15.5,481,"7",0,10,7,63,10,7,"Wednesday",46.9452054794521
"APPU80371034839","Male","C10005","A","A","4",2200,"B004","P","Y","S133","C",0,32000,5,20,848,"2",0,19,9,92,19,9,"Wednesday",76.1616438356164
"APPC70727101634","Female","C10003","A","A","4",1680,"B001","P","Y","S159","C",0,38000,5,20,1007,"2",0,21,3,90,21,3,"Wednesday",73.6602739726027
"APPF20914603936","Male","C10021","B","A","4",3000,"B003","G","Y","S122","C",0,45000,5,19,1167,"4",0,1,7,82,1,7,"Wednesday",65.9342465753425
"APPH60333055121","Male","C10013","B","A","4",2360,"B002","P","Y","S133","B",426.6,30000,5,20,795,"2",0,10,4,86,10,4,"Wednesday",69.7123287671233
"APPJ70482615311","Male","C10004","A","C","4",5400,"B004","P","Y","S137","B",400,50000,4,23.5,1616,"10",0,25,8,83,25,8,"Wednesday",67.0849315068493
"APPK60544319424","Female","C10004","A","B","4",4200,"B030","P","Y","S133","B",630,30000,3,14.85,1038,"10",0,28,9,79,28,9,"Wednesday",63.1753424657534
"APPM60423095609","Male","C10007","A","A","4",1700,"B003","G","Y","S133","C",0,38000,5,20,1007,"2",0,8,12,89,8,12,"Wednesday",73.3780821917808
"APPS80278608246","Male","C10165","C","A","4",10000,"B003","G","Y","S133","B",200,10000,4,15,278,"7",0,20,1,68,20,1,"Wednesday",51.4794520547945
"APPV60745145545","Male","C10003","A","A","4",3050,"B006","P","Y","S133","B",175,30000,5,19,778,"7",0,11,4,87,11,4,"Wednesday",70.7150684931507
"APPW90189986604","Female","C10014","B","A","4",1600,"B022","G","Y","S127","C",0,36000,5,20,954,"2",0,18,5,92,18,5,"Wednesday",75.8219178082192
"APPY40049166817","Male","C10002","A","A","4",50000,"B001","P","Y","S133","B",1500,50000,4,13.5,1354,"10",0,15,9,81,15,9,"Wednesday",65.1424657534247
"APPZ60293658922","Male","C10005","A","A","4",3000,"B001","P","Y","S127","B",865.7,20000,5,19,519,"7",0,2,6,83,2,6,"Wednesday",66.8547945205479
"APPC20786649218","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPE80573231415","Male","C10003","A","B","4",5200,"B003","G","Y","S137","B",0,50000,5,24,1438,"10",0,21,11,82,21,11,"Wednesday",66.3260273972603
"APPF50996267531","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPG70656083607","Male","C10497","C","C","4",3450,"B001","P","Y","S122","B",440.6,30000,3,16.75,1066,"7",0,1,8,76,1,8,"Wednesday",60.0164383561644
"APPJ30115037948","Male","C10003","A","A","4",2000,"","","Y","S122","D",0,29000,5,24,834,"4",0,25,6,91,25,6,"Wednesday",74.9232876712329
"APPK20430788019","Male","C10005","A","B","4",1650,"B001","P","Y","S133","C",0,38000,5,18.4,973,"2",0,20,4,95,20,4,"Wednesday",78.7452054794521
"APPM70926594233","Male","C10002","A","B","4",1600,"B001","P","Y","S133","C",0,37000,5,18.4,948,"2",0,1,8,86,1,8,"Wednesday",70.0219178082192
"APPO90214131409","Male","C10001","A","A","4",1500,"B001","P","Y","S127","B",0,10000,5,20,265,"2",0,3,12,78,3,12,"Wednesday",62.3561643835616
"APPQ70761068636","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPU30971221011","Male","C10045","C","A","4",2200,"","","Y","S161","B",294.9,38000,5,20,1007,"2",0,26,10,83,26,10,"Wednesday",67.2547945205479
"APPV90933034139","Male","C10007","A","A","4",3200,"B003","G","Y","S122","B",145.9,50000,5,15.5,1203,"7",0,26,10,68,26,10,"Wednesday",52.2465753424658
"APPZ30384666547","Female","C10007","A","C","1",1800,"B002","P","Y","S133","C",0,42000,5,15,999,"2",0,31,3,91,31,3,"Wednesday",74.6876712328767
"APPD70931197933","Male","C10041","C","A","1",2000,"B012","G","Y","S133","B",0,10000,4,18.25,295,"4",0,16,3,89,16,3,"Wednesday",72.6465753424658
"APPI10357476401","Female","C10001","A","A","4",6250,"B005","P","Y","S133","B",0,8000,1,14.5,720,"10",0,1,7,81,1,7,"Wednesday",64.9342465753425
"APPL80548774742","Male","C10572","C","B","4",3700,"B003","G","Y","S133","B",0,20000,5,16.35,490,"7",0,22,12,86,22,12,"Wednesday",70.413698630137
"APPQ20276233203","Male","C10001","A","C","4",2480,"B001","P","Y","S159","C",0,36000,5,20,954,"4",0,26,10,89,26,10,"Wednesday",73.2602739726027
"APPV20938172722","Male","C10004","A","A","4",60000,"B003","G","Y","S159","C",0,150000,5,13.5,3451,"7",0,4,9,81,4,9,"Wednesday",65.1123287671233
"APPW40928041833","Male","C10003","A","B","4",2900,"B026","P","Y","S133","C",0,43000,5,24,1237,"4",0,7,12,87,7,12,"Wednesday",71.372602739726
"APPX40907239948","Male","C10012","A","A","4",10000,"B013","G","Y","S162","B",0,10000,3,15.25,348,"10",0,3,9,86,3,9,"Wednesday",70.1123287671233
"APPZ70767642116","Male","C10003","A","B","4",7500,"B002","P","Y","S133","B",0,50000,4,15.25,1398,"10",0,1,3,89,1,3,"Wednesday",72.6054794520548
"APPA70809187225","Male","C10108","C","C","4",1600,"B013","G","Y","S133","B",0,30000,5,18.4,768,"2",0,12,4,69,12,4,"Wednesday",52.7068493150685
"APPD40941436515","Female","C10004","A","B","4",1700,"B001","P","Y","S133","C",0,39000,5,18.4,999,"2",0,5,5,86,5,5,"Wednesday",69.7808219178082
"APPF10527241735","Male","C10036","C","B","4",22500,"B004","P","Y","S143","B",0,22000,5,17.5,553,"7",0,4,1,90,4,1,"Wednesday",73.4520547945205
"APPO90086366649","Male","C10096","C","C","1",1856.5,"B003","G","Y","S133","B",223.2,10000,2,13.5,478,"2",0,28,3,72,28,3,"Wednesday",55.6684931506849
"APPV50166774307","Male","C10002","A","B","1",1856.6,"B001","P","Y","S133","C",0,42000,5,20,1113,"2",0,27,2,88,27,2,"Wednesday",71.5972602739726
"APPY30478755648","Male","C10160","B","A","4",2100,"B001","P","Y","S159","B",500,20000,4,20,609,"2",0,3,10,90,3,10,"Wednesday",74.1972602739726
"APPC20828205037","Male","C10001","A","B","4",3500,"B001","P","Y","S159","B",800,10000,2,16.75,493,"7",0,25,9,85,25,9,"Wednesday",69.172602739726
"APPJ70913461744","Male","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,10000,2,15.5,487,"10",0,8,5,87,8,5,"Wednesday",70.7890410958904
"APPK40715065802","Male","C10011","B","A","4",1600,"B017","G","Y","S133","B",0,10000,3,20,372,"2",0,16,10,84,16,10,"Wednesday",68.2301369863014
"APPP40694298319","Male","C10004","A","A","4",2980,"B001","P","Y","S133","B",0,30000,4,15.5,843,"7",0,25,5,90,25,5,"Wednesday",73.8383561643836
"APPT10866503724","Male","C10002","A","C","3",2200,"B001","P","Y","S159","B",0,10000,1,20,926,"4",0,23,8,85,23,8,"Wednesday",69.0821917808219
"APPY60671227236","Male","C10002","A","C","4",2300,"B024","G","Y","S159","B",0,20000,3,20,743,"4",0,14,8,68,14,8,"Wednesday",52.0465753424658
"APPJ30991026314","Female","C10006","A","A","4",2400,"B004","P","Y","S134","B",0,20000,3,20,743,"2",0,13,9,90,13,9,"Wednesday",74.1424657534247
"APPK60279156433","Male","C10011","B","C","4",1500,"B006","P","Y","S133","B",0,20000,4,18.4,592,"2",0,5,10,92,5,10,"Wednesday",76.2054794520548
"APPL40855173512","Female","C10006","A","A","4",2950,"B016","G","Y","S133","B",300,20000,3,15.75,701,"7",0,14,4,89,14,4,"Wednesday",72.7260273972603
"APPM40840747622","Male","C10006","A","B","4",1600,"B002","P","Y","S161","B",160,10000,5,18.4,256,"2",0,7,1,91,7,1,"Wednesday",74.4602739726027
"APPP50841158924","Male","C10010","A","A","5",4000,"","","Y","S127","B",0,1e+05,5,15.25,2392,"10",0,28,6,73,28,6,"Wednesday",56.9205479452055
"APPQ50978266037","Female","C10002","A","B","1",2600,"B002","P","Y","S133","B",0,30000,5,15.5,722,"7",0,23,5,92,23,5,"Wednesday",75.8356164383562
"APPS20145755228","Male","C10003","A","C","4",4000,"B001","P","Y","S133","B",500,10000,1,15.25,904,"10",0,28,5,88,28,5,"Wednesday",71.8465753424658
"APPA70739766003","Male","C10362","C","A","4",3498.1,"B027","G","Y","S133","B",0,68000,5,20,1802,"7",0,22,3,71,22,3,"Wednesday",54.6493150684932
"APPD90306689302","Male","C10048","C","A","4",2800,"B030","P","Y","S143","B",646.8,10000,4,19,299,"7",0,3,3,82,3,3,"Wednesday",65.6054794520548
"APPE10754871411","Male","C10053","B","A","4",2500,"","","Y","S122","D",0,36000,5,15.75,871,"7",0,4,8,88,4,8,"Wednesday",72.0328767123288
"APPH40841719744","Male","C10002","A","A","4",4000,"B004","P","Y","S133","B",980,20000,3,17,713,"10",0,13,3,67,13,3,"Wednesday",50.6219178082192
"APPR90519622729","Male","C10001","A","B","4",2100,"B001","P","Y","S133","B",0,10000,2,32.5,572,"4",0,4,3,89,4,3,"Wednesday",72.613698630137
"APPV80945267113","Male","C10003","A","B","4",2500,"B020","G","Y","S143","C",0,36000,5,16.75,890,"7",0,10,2,88,10,2,"Wednesday",71.5506849315069
"APPW20041067227","Female","C10003","A","C","1",5500,"B002","P","Y","S133","B",0,16000,3,16.25,564,"10",0,9,5,86,9,5,"Wednesday",69.7917808219178
"APPY60785407424","Female","C10001","A","A","4",1950,"B002","P","Y","S133","C",0,44000,5,20,1166,"2",0,29,8,81,29,8,"Wednesday",65.0958904109589
"APPZ40844941538","Male","C10003","A","B","4",9000,"B001","P","Y","S133","B",366.8,20000,3,13.5,679,"10",0,15,10,79,15,10,"Wednesday",63.2219178082192
"APPB60848474701","Male","C10003","A","B","4",1520,"B001","P","Y","S127","B",0,20000,5,18.4,512,"2",0,13,11,81,13,11,"Wednesday",65.3041095890411
"APPF30842128143","Male","C10003","A","B","4",5600,"B007","G","Y","S137","B",0,50000,4,14.85,1388,"10",0,7,5,80,7,5,"Wednesday",63.7835616438356
"APPL40196095715","Male","C10001","A","A","4",2900,"B001","P","Y","S127","C",0,43000,5,31,1418,"4",0,17,7,86,17,7,"Wednesday",69.9808219178082
"APPN70971712946","Male","C10004","A","B","4",3100,"B002","P","Y","S133","C",0,48000,5,14.49,1129,"7",0,10,4,81,10,4,"Wednesday",64.7095890410959
"APPO20236615001","Male","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,1e+05,4,15.25,2796,"10",0,11,1,90,11,1,"Wednesday",73.4712328767123
"APPY50835038043","Male","C10001","A","B","4",2050,"B041","P","Y","S133","B",0,30000,5,16.75,742,"4",0,29,1,92,29,1,"Wednesday",75.5205479452055
"APPC70363367435","Male","C10122","C","A","4",2094.5,"B003","G","Y","S134","B",800,15000,4,20,456,"2",0,3,3,59,3,3,"Wednesday",42.5890410958904
"APPD30824693506","Female","C10004","A","C","4",5700,"B015","P","Y","S137","B",0,1e+05,5,16.75,2472,"10",0,12,11,80,12,11,"Wednesday",64.3013698630137
"APPJ20494212122","Male","C10003","A","C","2",2200,"B002","P","Y","S133","B",0,20000,3,14.5,688,"4",0,5,8,87,5,8,"Wednesday",71.0328767123288
"APPK40495498235","Male","C10002","A","B","4",5800,"B001","P","Y","S133","B",2000,10000,1,15.25,904,"10",0,27,9,87,27,9,"Wednesday",71.1780821917808
"APPL20072573347","Male","C10118","C","A","1",3000,"B003","G","Y","S134","B",0,79000,5,15.75,1911,"7",0,16,7,78,16,7,"Wednesday",61.972602739726
"APPM40229966404","Male","C10034","C","C","4",5000,"B002","P","Y","S133","B",1400,50000,5,15.1,1192,"7",0,1,4,62,1,4,"Wednesday",45.6712328767123
"APPO50611601621","Male","C10030","B","C","4",1700,"B003","G","Y","S159","B",0,20000,5,18.4,512,"2",0,20,8,81,20,8,"Wednesday",65.0712328767123
"APPP70609658739","Male","C10001","A","B","4",15000,"B005","P","Y","S133","B",1600,50000,1,17.5,4572,"10",0,1,8,94,1,8,"Wednesday",78.027397260274
"APPS40698774048","Female","C10001","A","A","1",10000,"B001","P","Y","S122","B",0,30000,2,14.8,1452,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPT80375078108","Male","C10005","A","A","4",2750,"","","Y","S143","B",749.8,30000,5,20,795,"7",0,30,7,72,30,7,"Wednesday",56.0082191780822
"APPK60123915816","Male","C10174","C","A","4",3100,"B003","G","Y","S133","B",0,50000,5,16.75,1236,"7",0,19,3,71,19,3,"Wednesday",54.641095890411
"APPP10051701338","Male","C10002","A","A","4",2000,"B002","P","Y","S143","B",0,20000,3,20,743,"4",0,18,11,88,18,11,"Wednesday",72.3232876712329
"APPS90759639627","Male","C10012","A","B","2",1800,"B002","P","Y","S133","C",0,42000,5,18.4,1076,"2",0,20,8,94,20,8,"Wednesday",78.0794520547945
"APPA10526653436","Male","C10043","B","B","4",1510,"","","Y","S133","B",0,10000,5,18.4,256,"2",0,12,3,83,12,3,"Wednesday",66.6301369863014
"APPB90527122545","Male","C10002","A","B","4",1500,"B001","P","Y","S122","B",0,20000,3,20,743,"2",0,19,1,93,19,1,"Wednesday",76.4958904109589
"APPI70683948236","Male","C10009","B","A","4",2645.5,"B027","G","Y","S133","B",0,50000,5,14.85,1186,"10",0,10,8,84,10,8,"Wednesday",68.0465753424658
"APPJ90738596308","Male","C10008","A","A","4",1718.8,"B004","P","Y","S127","C",0,38000,5,20,1007,"2",0,22,4,84,22,4,"Wednesday",67.7452054794521
"APPN60879991718","Male","C10006","A","B","4",1720,"B002","P","Y","S143","B",0,10000,4,18.4,296,"2",0,13,11,90,13,11,"Wednesday",74.3095890410959
"APPO90148674829","Female","C10111","C","A","4",2600,"B003","G","Y","S133","B",210,30000,5,15.5,722,"7",0,18,3,85,18,3,"Wednesday",68.6493150684932
"APPP20447295935","Female","C10007","A","C","1",1800,"B014","P","Y","S133","C",0,42000,5,13.49,966,"2",0,31,10,88,31,10,"Wednesday",72.2739726027397
"APPF90203254542","Male","C10152","C","B","4",3870,"B013","G","Y","S143","B",587.5,50000,5,15.5,1203,"7",0,25,8,86,25,8,"Wednesday",70.0876712328767
"APPG80409367619","Female","C10007","A","B","4",1950,"B004","P","Y","S133","C",0,44000,5,20,1166,"2",0,2,1,88,2,1,"Wednesday",71.4438356164383
"APPI80662509834","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,2,15.1,1456,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPR80027653712","Female","C10001","A","B","4",2300,"B004","P","Y","S122","B",0,52000,5,20,1378,"4",0,14,11,88,14,11,"Wednesday",72.3123287671233
"APPS30557306826","Female","C10002","A","C","4",3000,"B003","G","Y","S134","B",200,50000,4,18.25,1475,"7",0,6,3,87,6,3,"Wednesday",70.6164383561644
"APPT20358154937","Male","C10003","A","A","4",2600,"B013","G","Y","S159","B",0,50000,5,15.5,1203,"7",0,7,3,88,7,3,"Wednesday",71.6219178082192
"APPW50863397217","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,5,15.1,715,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPX10094703327","Male","C10001","A","C","4",2400,"B001","P","Y","S143","B",0,48000,5,16.75,1186,"4",1,3,3,85,3,3,"Wednesday",68.6082191780822
"APPY40759839412","Female","C10001","A","A","1",5000,"B001","P","Y","S122","B",0,30000,5,15.1,715,"10",0,11,1,82,11,1,"Wednesday",65.4657534246575
"APPB70146835713","Male","C10143","B","B","4",1503,"B001","P","Y","S133","B",0,34000,5,20,901,"0",0,6,2,72,6,2,"Wednesday",55.5287671232877
"APPD10648306936","Male","C10004","A","A","4",1800,"B018","G","Y","S133","C",0,40000,5,20,1060,"2",0,24,1,95,24,1,"Wednesday",78.5095890410959
"APPJ60277871529","Male","C10055","C","A","4",6300,"B003","G","Y","S133","B",500,30000,3,15.5,1047,"7",0,29,10,63,29,10,"Wednesday",47.2493150684932
"APPM60969371816","Male","C10047","B","A","1",4000,"B003","G","Y","S161","C",0,64000,5,14.49,1505,"4",0,24,10,88,24,10,"Wednesday",72.2547945205479
"APPN20289679931","Male","C10001","A","A","4",3700,"B003","G","Y","S133","C",0,59000,5,18,1498,"7",0,19,12,86,19,12,"Wednesday",70.4054794520548
"APPQ40782082241","Male","C10004","A","A","4",3840,"B002","P","Y","S133","B",1080,20000,2,13.99,960,"10",1,16,5,80,16,5,"Wednesday",63.8082191780822
"APPR10720727309","Male","C10186","C","A","4",1600,"B003","G","Y","S133","B",0,36000,5,20,954,"2",0,31,8,88,31,8,"Wednesday",72.1068493150685
"APPU20073625609","Male","C10012","A","A","1",5500,"B003","G","Y","S133","C",0,96000,5,20,2543,"7",0,5,5,83,5,5,"Wednesday",66.7780821917808
"APPV30707378729","Male","C10008","A","C","4",1500,"B012","G","Y","S133","B",0,20000,5,20,530,"2",0,24,5,91,24,5,"Wednesday",74.8356164383562
"APPI50357319028","Male","C10002","A","A","4",2550,"B004","P","Y","S133","C",0,38000,5,18.5,975,"4",0,15,5,84,15,5,"Wednesday",67.8082191780822
"APPJ30983995134","Male","C10006","A","B","4",2250,"B001","P","Y","S133","C",0,33000,5,20,874,"2",0,13,7,91,13,7,"Wednesday",74.972602739726
"APPL10141606332","Male","C10104","C","A","4",3300,"B004","P","Y","S133","B",750,5000,3,15.5,175,"7",0,8,1,81,8,1,"Wednesday",64.4575342465753
"APPT80602883127","Male","C10004","A","C","4",10000,"B005","P","Y","S133","B",0,10000,3,15.25,348,"10",0,21,5,91,21,5,"Wednesday",74.827397260274
"APPD70125416136","Male","C10004","A","B","4",5300,"B003","G","Y","S137","B",0,50000,5,16.75,1236,"10",0,9,2,84,9,2,"Wednesday",67.5452054794521
"APPG10818681431","Male","C10007","A","B","4",1723.7,"B004","P","Y","S133","B",0,20000,5,18.4,512,"2",0,12,7,88,12,7,"Wednesday",71.9698630136986
"APPJ50638439725","Male","C10011","B","A","4",2830,"B010","G","Y","S133","C",0,42000,5,19,1090,"10",0,3,8,86,3,8,"Thursday",70.0246575342466
"APPP30320978304","Male","C10231","C","A","4",2486.8,"B017","G","Y","S159","B",400,10000,4,32.5,375,"2",0,20,10,88,20,10,"Wednesday",72.2438356164384
"APPQ50694409424","Male","C10131","C","A","4",2000,"B016","G","Y","S133","B",0,39000,4,20,1187,"2",0,27,11,92,27,11,"Wednesday",76.3506849315068
"APPS30569146644","Male","C10028","C","C","4",1830,"B020","G","Y","S143","C",0,42000,5,18.4,1076,"2",0,15,8,87,15,8,"Wednesday",71.0602739726027
"APPX10423007108","Male","C10011","B","A","4",1500,"","","Y","S159","B",300,10000,2,20,509,"2",0,4,5,89,4,5,"Wednesday",72.7808219178082
"APPG80072189016","Male","C10007","A","C","4",1500,"B004","P","Y","S133","B",0,20000,5,18.4,512,"2",0,6,3,88,6,3,"Wednesday",71.6191780821918
"APPI30596204236","Female","C10002","A","A","4",5000,"B001","P","Y","S133","B",0,143000,5,16.25,3497,"10",0,5,7,72,5,7,"Wednesday",55.9397260273973
"APPK30172905429","Male","C10002","A","B","4",5700,"B004","P","Y","S133","B",370,15000,3,15.25,522,"10",1,12,3,89,12,3,"Wednesday",72.6356164383562
"APPM70834183604","Female","C10001","A","A","4",2500,"","","Y","S133","B",0,30000,4,19,897,"7",0,2,7,85,2,7,"Wednesday",68.9397260273973
"APPO20329037802","Male","C10353","C","A","4",2487,"B003","G","Y","S133","B",0,10000,2,20,509,"2",0,3,4,87,3,4,"Wednesday",70.6931506849315
"APPR70558055115","Female","C10002","A","C","4",4000,"B003","G","Y","S133","C",0,80000,5,13.99,1861,"7",0,23,2,86,23,2,"Wednesday",69.586301369863
"APPN10507614337","Male","C10023","B","C","4",3300,"B003","G","Y","S122","C",0,55000,5,25.5,1630,"4",0,6,9,82,6,9,"Wednesday",66.1178082191781
"APPO30820821442","Male","C10023","B","C","4",3300,"B003","G","Y","S122","C",0,55000,5,19,1427,"4",0,6,9,82,6,9,"Wednesday",66.1178082191781
"APPQ40959507613","Male","C10001","A","C","4",4000,"B002","P","Y","S133","B",0,50000,5,14.85,1186,"10",0,9,3,92,9,3,"Wednesday",75.6301369863014
